municipality,refined_name_key
San Jos_ del Guaviare,san jos_ del guaviare
San Juan de Arama,san juan de arama
San Juan de Cesar,san juan de cesar
San Juan de R•À_o Seco,san juan de r•À_o seco
San Juan Nepomuceno,san juan nepomuceno
San Juanito,san juanito
San Luis,san luis
San Onofre,san onofre
San Pablo,san pablo
San Pedro  ,san pedro
San Rafael,san rafael
San Roque,san roque
San Sebasti•À_n,san sebasti•À_n
San Vicente,san vicente
San Vicente del Cagu•À_n,san vicente del cagu•À_n
Santa B•À_rbara,santa b•À_rbara
Santa Mar•À_a,santa mar•À_a
Santa Marta,santa marta
Santa Rosa,santa rosa
Santa Rosa de Osos,santa rosa de osos
Santa Rosa del Sur,santa rosa del sur
Santander de Quilichao,santander de quilichao
Santiago de Tol•À_,santiago de tol•À_
Santo Domingo,santo domingo
Santuario,santuario
Saravena,saravena
Sardinata,sardinata
Sasaima,sasaima
Segovia,segovia
Sevilla,sevilla
Silvania,silvania
Simacota,simacota
Simijaca,simijaca
Sinc_,sinc_
Sincelejo,sincelejo
Sitio Nuevo,sitio nuevo
Soacha,soacha
Sogamoso,sogamoso
Soledad,soledad
Sons•À_n,sons•À_n
Sotar•À_,sotar•À_
Suaita,suaita
Suarez,suarez
Suaza,suaza
Sucre,sucre
Sup•À_a,sup•À_a
Surat•À_,surat•À_
Tado,tado
Tame,tame
Tame ,tame
T•À_mesis,t•À_mesis
Taminango,taminango
Tarqui,tarqui
Tello,tello
Tenerife,tenerife
Teorama,teorama
Tibacuy,tibacuy
Tib•À_,tib•À_
Tierralta,tierralta
Timb•À_o,timb•À_o
Tiquisio,tiquisio
Toledo,toledo
Toluviejo,toluviejo
Trujillo,trujillo
Tulu•À_,tulu•À_
Tumaco,tumaco
Turbaco,turbaco
Turban•À_,turban•À_
Ubala,ubala
Uramita,uramita
Uribe,uribe
Urrao,urrao
Valdivia,valdivia
Valledupar,valledupar
Vegach•À_,vegach•À_
Venadillo,venadillo
Venezuela,venezuela
Vig•À_a del Fuerte,vig•À_a del fuerte
Villa del Rosario,villa del rosario
Villa Mar•À_a,villa mar•À_a
Villagarz•À_n,villagarz•À_n
Villahermosa,villahermosa
Villanueva,villanueva
Villapinz•À_n,villapinz•À_n
Villavicencio,villavicencio
Viot•À_,viot•À_
Vista Hermosa,vista hermosa
Yarumal,yarumal
Yolomb•À_,yolomb•À_
Yopal,yopal
Zambrano,zambrano
Zapay•À_n,zapay•À_n
Zona Bananera,zona bananera
Abejorral,abejorral
Acevedo,acevedo
Aguachica,aguachica
Aguadas,aguadas
Aguazul,aguazul
Agust•À_n Codazzi,agust•À_n codazzi
Aipe,aipe
Alcal•À_,alcal•À_
Algarrobo,algarrobo
Algeciras,algeciras
Alvarado,alvarado
Andes,andes
Anor•À_,anor•À_
Anserma,anserma
Antioquia,antioquia
Anz•À_,anz•À_
Anz•À_ategui,anz•À_ategui
Apartad•À_,apartad•À_
Apia,apia
Aracataca,aracataca
Arauca,arauca
Arauquita,arauquita
Arenal,arenal
Argelia,argelia
Ariguan•À_,ariguan•À_
Armero,armero guayabal
Ataco,ataco
Bagad•À_,bagad•À_
Balboa,balboa
Baranoa,baranoa
Baraya,baraya
Barbacoas,barbacoas
Barrancabermeja,barrancabermeja
Barranquilla,barranquilla
Belalcazar,belalcazar
Bel_n de Umbr•À_a,bel_n de umbr•À_a
Berbeo,berbeo
Bogot•À_ D.C.,bogot•À_ d.c.
Bojay•À_,bojay•À_
Bol•À_var,bol•À_var
Bucaramanga,bucaramanga
Buenaventura,buenaventura
Buga,buga
Bugalagrande,bugalagrande
Cajamarca,cajamarca
Calamar,calamar
Calarc•À_,calarc•À_
Caldas,caldas
Caldono,caldono
Cali,cali
Campoalegre,campoalegre
Cantagallo,cantagallo
Carmen de Viboral,carmen de viboral
Cartagena,cartagena
Cartagena  ,cartagena
Cartagena del Chair•À_,cartagena del chair•À_
Cartago,cartago
Casabianca,casabianca
Caucasia,caucasia
Ceret_,ceret_
Chal•À_n,chal•À_n
Chameza,chameza
Chaparral,chaparral
Chim•À_,chim•À_
Chinchin•À_,chinchin•À_
Chiquinquir•À_,chiquinquir•À_
Chita,chita
Cienaga,cienaga
Ci_naga de Oro,ci_naga de oro
Cocorn•À_,cocorn•À_
Colombia,colombia
Coloso,coloso
Concepci•À_n,concepci•À_n
Convenci•À_n,convenci•À_n
C•À_rdoba,c•À_rdoba
Corinto,corinto
Coyaima,coyaima
C•À_cuta,c•À_cuta
Cumaribo,cumaribo
Cunday,cunday
Curuman•À_,curuman•À_
Dabeiba,dabeiba
Dagua,dagua
Dibulla,dibulla
Dosquebradas,dosquebradas
El Banco,el banco
El Carmen,el carmen
El Carmen de Bol•À_var,el carmen de bol•À_var
El Castillo,el castillo
El Colegio,el colegio
El Copey,el copey
El Ret_n,el ret_n
El Retorno,el retorno
El Roble,el roble
El Tambo,el tambo
El Tarra,el tarra
Espinal,espinal
Filadelfia,filadelfia
Florencia,florencia
Florida,florida
Fonseca,fonseca
Fortul,fortul
Fredonia,fredonia
Fresno,fresno
Fuente de Oro,fuente de oro
Fundaci•À_n,fundaci•À_n
Fusagasug•À_,fusagasug•À_
Galeras,galeras
Gameza,gameza
Garz•À_n,garz•À_n
Genova,genova
Gigante,gigante
Granada,granada
Guacar•À_,guacar•À_
Guamal,guamal
Guamo,guamo
Guatap_,guatap_
Guavat•À_,guavat•À_
Hacari,hacari
Hobo,hobo
Honda,honda
Ibague,ibague
Icononzo,icononzo
•À_quira,•À_quira
Isnos,isnos
Jambal•À_,jambal•À_
Jamund•À_,jamund•À_
Jeric•À_,jeric•À_
La Macarena,la macarena
La Monta•À_ita,la monta•À_ita
La Paz (Robles),la paz (robles)
La Pintada,la pintada
La Playa,la playa
La Sierra,la sierra
La Teba•À_da,la teba•À_da
La Uni•À_n,la uni•À_n
La Virginia,la virginia
Labranzagrande,labranzagrande
Land•À_zuri,land•À_zuri
Lebrija,lebrija
Lejan•À_as,lejan•À_as
L_rida ,l_rida
L•À_bano,l•À_bano
Lorica,lorica
Los Palmitos,los palmitos
Luruaco,luruaco
Magangu_,magangu_
Maicao,maicao
Malambo,malambo
Manizales,manizales
Mapirip•À_n,mapirip•À_n
Mar•À_a La Baja,mar•À_a la baja
Mariquita,mariquita
Marmato,marmato
Marquetalia,marquetalia
Medell•À_n,medell•À_n
Medio Atrato,medio atrato
Melgar,melgar
Mercaderes,mercaderes
Miraflores,miraflores
Miranda,miranda
Mistrat•À_,mistrat•À_
Mocoa,mocoa
Montecristo,montecristo
MonteL•À_bano,montel•À_bano
Monter•À_a,monter•À_a
Monterrey,monterrey
Mo•À_itos,mo•À_itos
Morales,morales
Morroa,morroa
Muzo,muzo
Nari•À_o,nari•À_o
N•À_taga,n•À_taga
Neiva,neiva
Novita,novita
Oca•À_a,oca•À_a
Orito,orito
Ovejas,ovejas
Pacora,pacora
P•À_ez,p•À_ez
Pailitas,pailitas
Palermo,palermo
Palmira,palmira
Palocabildo,palocabildo
Pasto,pasto
Patia (El Bordo),patia (el bordo)
Paya,paya
Pelaya,pelaya
Pensilvania,pensilvania
Pe•À_ol,pe•À_ol
Peque,peque
Pereira,pereira
Pitalito,pitalito
Pivijay,pivijay
Planadas,planadas
Planeta Rica,planeta rica
Plato,plato
Policarpa,policarpa
Polonuevo,polonuevo
Popay•À_n,popay•À_n
Pueblo Bello,pueblo bello
Pueblo Viejo,pueblo viejo
Puerto As•À_s,puerto as•À_s
Puerto Boyac•À_,puerto boyac•À_
Puerto Caicedo,puerto caicedo
Puerto Concordia,puerto concordia
Puerto Escondido,puerto escondido
Puerto Guzm•À_n,puerto guzm•À_n
Puerto Libertador,puerto libertador
Puerto Lleras,puerto lleras
Puerto Rico,puerto rico
Puerto Wilches,puerto wilches
Purac_,purac_
Quibd•À_,quibd•À_
Quinchia,quinchia
Remedios,remedios
Remolino,remolino
Restrepo,restrepo
R•À_o Viejo,r•À_o viejo
Rioblanco,rioblanco
Riohacha,riohacha
Rionegro,rionegro
Riosucio,riosucio
Rivera,rivera
Roldanillo,roldanillo
Roncesvalles,roncesvalles
Rosas,rosas
Sabana de Torres,sabana de torres
Sabanalarga,sabanalarga
Sahag•À_n,sahag•À_n
Salamina,salamina
Saman•À_,saman•À_
Sampues,sampues
San Agust•À_n,san agust•À_n
San Alberto,san alberto
San Antonio,san antonio
San Benito Abad,san benito abad
San Calixto,san calixto
San Carlos,san carlos
San Francisco,san francisco
San Jacinto,san jacinto
San Jos_ de la Monta•À_a,san jos_ de la monta•À_a
San Jos_ de Miranda,san jos_ de miranda
San Jos_ del Guaviare,san jos_ del guaviare
San Juan de Arama,san juan de arama
San Juan de Betulia,san juan de betulia
San Juan de Cesar,san juan de cesar
San Juan Nepomuceno,san juan nepomuceno
San Luis,san luis
San Miguel,san miguel
San Onofre,san onofre
San Pablo,san pablo
San Pablo de Borbur,san pablo de borbur
San Pelayo,san pelayo
San Rafael,san rafael
San Sebasti•À_n de Buenavista,san sebasti•À_n de buenavista
San Vicente de Chucuri,san vicente de chucuri
San Vicente del Cagu•À_n,san vicente del cagu•À_n
Santa Ana,santa ana
Santa Catalina,santa catalina
Santa Marta,santa marta
Santa Rosa,santa rosa
Santa Rosa  ,santa rosa
Santa Rosa de Cabal,santa rosa de cabal
Santa Rosa de Osos,santa rosa de osos
Santa Rosa del Sur,santa rosa del sur
Santander de Quilichao,santander de quilichao
Santuario,santuario
Saravena,saravena
Sardinata,sardinata
Silvia,silvia
Sinc_,sinc_
Sincelejo,sincelejo
Soacha,soacha
Socha,socha
Sogamoso,sogamoso
Solano,solano
Soledad,soledad
Sons•À_n,sons•À_n
Sopetr•À_n,sopetr•À_n
Soplaviento,soplaviento
Suarez,suarez
Sucre,sucre
Sup•À_a,sup•À_a
Tame,tame
Tame ,tame
Tauramena,tauramena
Tello,tello
Teorama,teorama
Tib•À_,tib•À_
Tierralta,tierralta
Toluviejo,toluviejo
Torib•À_o,torib•À_o
Totor•À_,totor•À_
Trujillo,trujillo
Tubar•À_,tubar•À_
Tulu•À_,tulu•À_
Tumaco,tumaco
Tunja,tunja
Uribe,uribe
Uribia,uribia
Urumita,urumita
Valle del Guamuez,valle del guamuez
Valledupar,valledupar
Venadillo,venadillo
Venezuela,venezuela
Vig•À_a del Fuerte,vig•À_a del fuerte
Villa del Rosario,villa del rosario
Villa Mar•À_a,villa mar•À_a
Villagarz•À_n,villagarz•À_n
Villahermosa,villahermosa
Villavicencio,villavicencio
Villeta,villeta
Vista Hermosa,vista hermosa
Yond•À_,yond•À_
Yopal,yopal
Yumbo,yumbo
Zona Bananera,zona bananera
Acevedo,acevedo
Aguachica,aguachica
Aguazul,aguazul
Agust•À_n Codazzi,agust•À_n codazzi
Aipe,aipe
Algeciras,algeciras
Almaguer,almaguer
Alvarado,alvarado
Ambalema,ambalema
Andes,andes
Anor•À_,anor•À_
Anserma,anserma
Apartad•À_,apartad•À_
Apia,apia
Aracataca,aracataca
Arauca,arauca
Arauquita,arauquita
Argelia,argelia
Armenia,armenia
Ataco,ataco
Baranoa,baranoa
Baraya,baraya
Barbacoas,barbacoas
Barrancabermeja,barrancabermeja
Barranquilla,barranquilla
Bel_n de Bajir•À_,bel_n de bajir•À_
Bel_n de Umbr•À_a,bel_n de umbr•À_a
Bello,bello
Bogot•À_ D.C.,bogot•À_ d.c.
Bojay•À_,bojay•À_
Bol•À_var,bol•À_var
Bucaramanga,bucaramanga
Buenaventura,buenaventura
Buga,buga
Bugalagrande,bugalagrande
Caicedo,caicedo
Cajibio,cajibio
Calamar,calamar
Caldas,caldas
Cali,cali
Caloto,caloto
Campamento,campamento
Campoalegre,campoalegre
Cartagena,cartagena
Cartagena del Chair•À_,cartagena del chair•À_
Casabianca,casabianca
Cerro San Antonio,cerro de san antonio
Chal•À_n,chal•À_n
Chaparral,chaparral
Chigorod•À_,chigorod•À_
Chinchin•À_,chinchin•À_
Chiriguan•À_,chiriguan•À_
Chivata,chivata
Cienaga,cienaga
Cocorn•À_,cocorn•À_
Coloso,coloso
Copacabana,copacabana
C•À_rdoba,c•À_rdoba
Corozal,corozal
Corrales,corrales
Coyaima,coyaima
C•À_cuta,c•À_cuta
Cumaribo,cumaribo
Cunday,cunday
Cunday ,cunday
Curuman•À_,curuman•À_
Dabeiba,dabeiba
Dolores,dolores
Dosquebradas,dosquebradas
El Banco,el banco
El Cairo,el cairo
El Carmen,el carmen
El Carmen de Bol•À_var,el carmen de bol•À_var
El Carmen de Chucur•À_,el carmen de chucur•À_
El Carmen del Dari_n,el carmen del dari_n
El Castillo,el castillo
El Copey,el copey
El Paujil,el paujil
El Ret_n,el ret_n
El Retorno,el retorno
El Roble,el roble
Exterior,exterior
Falan,falan
Filadelfia,filadelfia
Florencia,florencia
Florida,florida
Fortul,fortul
Fresno,fresno
Fundaci•À_n,fundaci•À_n
Funza,funza
Fusagasug•À_,fusagasug•À_
Galeras,galeras
Galeras ,galeras
Garz•À_n,garz•À_n
Genova,genova
Gigante,gigante
Ginebra,ginebra
Girardot,girardot
Granada,granada
Guadalupe,guadalupe
Guamal,guamal
Guap•À_,guap•À_
Guarne,guarne
Guataqui,guataqui
Herveo,herveo
Hobo,hobo
Honda,honda
Ibague,ibague
Ipiales,ipiales
Isnos,isnos
Ituango,ituango
Juan de Acosta,juan de acosta
La Ceja,la ceja
La Celia,la celia
La Dorada,la dorada
La Merced,la merced
La Paz (Robles),la paz (robles)
La Plata,la plata
La Virginia,la virginia
L_rida ,l_rida
L•À_bano,l•À_bano
Llor•À_,llor•À_
Lorica,lorica
Los C•À_rdobas,los c•À_rdobas
Los Palmitos,los palmitos
Luruaco,luruaco
Magangu_,magangu_
Maicao,maicao
Malambo,malambo
Mallama,mallama
Manat•À_,manat•À_
Manizales,manizales
Manzanares,manzanares
Mapirip•À_n,mapirip•À_n
Mar•À_a La Baja,mar•À_a la baja
Marinilla,marinilla
Mariquita,mariquita
Marmato,marmato
Marquetalia,marquetalia
Marsella,marsella
Medell•À_n,medell•À_n
Medio Atrato,medio atrato
Mercaderes,mercaderes
Mesetas,mesetas
Miraflores,miraflores
Miranda,miranda
Montecristo,montecristo
Monter•À_a,monter•À_a
Monterrey,monterrey
Mo•À_itos,mo•À_itos
Morroa,morroa
Mosquera,mosquera
Murind•À_,murind•À_
Mutat•À_,mutat•À_
Nari•À_o,nari•À_o
N•À_taga,n•À_taga
Natagaima,natagaima
Neira,neira
Neiva,neiva
Novita,novita
Oca•À_a,oca•À_a
Orito,orito
Ortega,ortega
Ovejas,ovejas
Pacora,pacora
Pailitas,pailitas
Palermo,palermo
Palestina,palestina
Pensilvania,pensilvania
Pe•À_ol,pe•À_ol
Pereira,pereira
Pisba,pisba
Pitalito,pitalito
Pivijay,pivijay
Planadas,planadas
Planeta Rica,planeta rica
Plato,plato
Ponedera,ponedera
Popay•À_n,popay•À_n
Pradera,pradera
Puerto As•À_s,puerto as•À_s
Puerto Caicedo,puerto caicedo
Puerto Gait•À_n,puerto gait•À_n
Puerto Guzm•À_n,puerto guzm•À_n
Puerto Libertador,puerto libertador
Puerto Lleras,puerto lleras
Puerto L•À_pez,puerto l•À_pez
Puerto Rico,puerto rico
Puerto Rond•À_n,puerto rond•À_n
Puerto Santander,puerto santander
Purac_,purac_
Quibd•À_,quibd•À_
Quinchia,quinchia
Remedios,remedios
Restrepo,restrepo
Ricaurte,ricaurte
Riohacha,riohacha
Risaralda,risaralda
Rivera,rivera
Sabana de Torres,sabana de torres
Sabanalarga,sabanalarga
Sabaneta,sabaneta
Salamina,salamina
Saman•À_,saman•À_
Sampues,sampues
San Agust•À_n,san agust•À_n
San Andr_s de Sotavento,san andr_s de sotavento
San Benito Abad,san benito abad
San Carlos,san carlos
San Diego,san diego
San Francisco,san francisco
San Jacinto,san jacinto
San Jos_ del Guaviare,san jos_ del guaviare
San Juan de Arama,san juan de arama
San Juan de Betulia,san juan de betulia
San Juan de Cesar,san juan de cesar
San Juan Nepomuceno,san juan nepomuceno
San Luis,san luis
San Marcos,san marcos
San Miguel,san miguel
San Onofre,san onofre
San Pablo,san pablo
San Rafael,san rafael
San Sebasti•À_n de Buenavista,san sebasti•À_n de buenavista
San Vicente del Cagu•À_n,san vicente del cagu•À_n
Santa Catalina,santa catalina
Santa Marta,santa marta
Santa Rosa,santa rosa
Santa Rosa de Cabal,santa rosa de cabal
Santander de Quilichao,santander de quilichao
Santiago de Tol•À_,santiago de tol•À_
Santo Tom•À_s,santo tom•À_s
Santuario,santuario
Saravena,saravena
Sardinata,sardinata
Sincelejo,sincelejo
Sitio Nuevo,sitio nuevo
Soacha,soacha
Socot•À_,socot•À_
Soledad,soledad
Sons•À_n,sons•À_n
Sotar•À_,sotar•À_
Sucre,sucre
T•À_mara,t•À_mara
Tame,tame
Tame ,tame
Tenerife,tenerife
Teorama,teorama
Tesalia,tesalia
Tierralta,tierralta
Timan•À_,timan•À_
Totor•À_,totor•À_
Tumaco,tumaco
Tunja,tunja
T•À_querres,t•À_querres
Turbaco,turbaco
Uribia,uribia
Urrao,urrao
Valdivia,valdivia
Valencia,valencia
Valledupar,valledupar
Venadillo,venadillo
Victoria,victoria
Villa Mar•À_a,villa mar•À_a
Villa Rica,villa rica
Villavicencio,villavicencio
Vista Hermosa,vista hermosa
Viterbo,viterbo
Yaguara,yaguara
Yal•À_,yal•À_
Yopal,yopal
Zapatoca,zapatoca
Zona Bananera,zona bananera
Abriaqu•À_,abriaqu•À_
Acac•À_as,acac•À_as
Aguachica,aguachica
Albania,albania
Alcal•À_,alcal•À_
Andes,andes
Anor•À_,anor•À_
Antioquia,antioquia
Apartad•À_,apartad•À_
Aracataca,aracataca
Arauca,arauca
Arauquita,arauquita
Argelia,argelia
Ayapel,ayapel
Bagad•À_,bagad•À_
Bajo Baudo,bajo baudo
Baraya,baraya
Barbacoas,barbacoas
Barrancabermeja,barrancabermeja
Barranquilla,barranquilla
Betulia,betulia
Bogot•À_ D.C.,bogot•À_ d.c.
Bucaramanga,bucaramanga
Buenaventura,buenaventura
Cajamarca,cajamarca
Calarc•À_,calarc•À_
Caldono ,caldono
Cali,cali
Caloto,caloto
Campoalegre,campoalegre
Canalete,canalete
Cantagallo,cantagallo
Ca•À_asgordas ,ca•À_asgordas
Carepa,carepa
Cartago,cartago
Chaparral,chaparral
Chigorod•À_,chigorod•À_
Chinchin•À_,chinchin•À_
Cienaga,cienaga
Cocorn•À_,cocorn•À_
Copacabana,copacabana
Coromoro,coromoro
Cota,cota
Cove•À_as,cove•À_as
Coyaima,coyaima
Cuitiva,cuitiva
Cumaribo,cumaribo
Cunday,cunday
Dabeiba,dabeiba
Dibulla,dibulla
Dolores,dolores
Dosquebradas,dosquebradas
El Bagre,el bagre
El Carmen de Atrato,el carmen de atrato
El Castillo,el castillo
El Cerrito,el cerrito
El Charco,el charco
El Doncello,el doncello
El Dovio,el dovio
El Molino,el molino
El Tambo,el tambo
Exterior,exterior
Florencia,florencia
Florida,florida
Fortul,fortul
Galeras,galeras
Garz•À_n,garz•À_n
Gigante,gigante
Granada,granada
Ibague,ibague
Inz•À_,inz•À_
Ipiales,ipiales
Itsmina,itsmina
Ituango,ituango
Jamund•À_,jamund•À_
La Apartada,la apartada
La Ceja,la ceja
La Jagua del Pilar,la jagua del pilar
La Macarena,la macarena
La Monta•À_ita,la monta•À_ita
La Paz (Robles),la paz (robles)
La Plata,la plata
La Sierra,la sierra
Labranzagrande,labranzagrande
Lebrija,lebrija
Lejan•À_as,lejan•À_as
Majagual ,majagual
Manizales,manizales
Marinilla,marinilla
Marulanda,marulanda
Medell•À_n,medell•À_n
Medio Atrato,medio atrato
Medio San Juan,medio san juan
Mercaderes,mercaderes
Mesetas,mesetas
Mil•À_n,mil•À_n
Mistrat•À_,mistrat•À_
Momil,momil
Montebello,montebello
Montecristo,montecristo
MonteL•À_bano,montel•À_bano
Monter•À_a,monter•À_a
Morelia,morelia
Mutat•À_,mutat•À_
Nari•À_o,nari•À_o
Nech•À_,nech•À_
Novita,novita
Oca•À_a,oca•À_a
Ovejas,ovejas
Pajarito,pajarito
Palestina,palestina
Palmira,palmira
Pasto,pasto
Patia (El Bordo),patia (el bordo)
Paz de Ariporo,paz de ariporo
Piendam•À_,piendam•À_
Pisba,pisba
Pitalito,pitalito
Planadas,planadas
Policarpa,policarpa
Popay•À_n,popay•À_n
Pueblo Rico,pueblo rico
Puerto As•À_s,puerto as•À_s
Puerto Berr•À_o,puerto berr•À_o
Puerto Caicedo,puerto caicedo
Puerto Concordia,puerto concordia
Puerto Parra,puerto parra
Puerto Rico,puerto rico
Puerto Rond•À_n,puerto rond•À_n
Puerto Wilches,puerto wilches
Quibd•À_,quibd•À_
Quimbaya,quimbaya
Remedios,remedios
Ricaurte,ricaurte
R•À_o Viejo,r•À_o viejo
Rioblanco,rioblanco
Riofr•À_o,riofr•À_o
Riohacha,riohacha
Riosucio,riosucio
Roberto Pay•À_n,roberto pay•À_n
Rovira,rovira
Sabana de Torres,sabana de torres
Salamina,salamina
Salento,salento
Salgar,salgar
Samaniego,samaniego
San Andr_s,san andr_s
San Calixto,san calixto
San Jos_  del Palmar,san jos_  del palmar
San Jos_ del Guaviare,san jos_ del guaviare
San Juan de Cesar,san juan de cesar
San Luis,san luis
San Pablo,san pablo
San Vicente del Cagu•À_n,san vicente del cagu•À_n
Santa B•À_rbara,santa b•À_rbara
Santa Catalina,santa catalina
Santa Marta,santa marta
Santa Rosa del Sur,santa rosa del sur
Santa Rosalia,santa rosalia
Saravena,saravena
Silvia,silvia
Sincelejo,sincelejo
Soacha,soacha
Soledad,soledad
Suarez,suarez
Tado,tado
T•À_mara,t•À_mara
Tame,tame
Tame ,tame
Taraz•À_,taraz•À_
Teorama,teorama
Tib•À_,tib•À_
Tierralta,tierralta
Timb•À_o,timb•À_o
Tiquisio,tiquisio
Torib•À_o,torib•À_o
Totor•À_,totor•À_
Tulu•À_,tulu•À_
Ubate,ubate
Uribe,uribe
Urrao,urrao
Valledupar,valledupar
Valparaiso,valparaiso
V_lez,v_lez
Vig•À_a del Fuerte,vig•À_a del fuerte
Villa del Rosario,villa del rosario
Villavicencio,villavicencio
Villavieja,villavieja
Viot•À_,viot•À_
Vista Hermosa,vista hermosa
Yarumal,yarumal
Yarumal y Angostura,yarumal
Yumbo,yumbo
Abrego,abrego
Acevedo,acevedo
Agrado,agrado
Aguachica,aguachica
Aguazul,aguazul
Algeciras,algeciras
Angostura,angostura
Anor•À_,anor•À_
Anz•À_,anz•À_
Anz•À_ategui,anz•À_ategui
Apartad•À_,apartad•À_
Arauquita,arauquita
Arenal,arenal
Armenia,armenia
Ataco,ataco
Balboa,balboa
Barbacoas,barbacoas
Barrancabermeja,barrancabermeja
Barrancas,barrancas
Barranquilla,barranquilla
Bello,bello
Bogot•À_ D.C.,bogot•À_ d.c.
Bol•À_var,bol•À_var
Brice•À_o,brice•À_o
Bucaramanga,bucaramanga
Buenaventura,buenaventura
Buenavista,buenavista
Caicedo,caicedo
Cajamarca,cajamarca
Calarc•À_,calarc•À_
Cali,cali
Caloto,caloto
Canalete,canalete
Cantagallo,cantagallo
Cartagena,cartagena
Cartagena del Chair•À_,cartagena del chair•À_
Caucasia,caucasia
Chal•À_n,chal•À_n
Chaparral,chaparral
Chigorod•À_,chigorod•À_
Chinchin•À_,chinchin•À_
Chin•À_,chin•À_
Chita,chita
Cienaga ,cienaga
Cocorn•À_,cocorn•À_
Coloso,coloso
Condoto,condoto
Convenci•À_n,convenci•À_n
Corozal,corozal
Coyaima,coyaima
Cubar•À_,cubar•À_
C•À_cuta,c•À_cuta
Cumaribo,cumaribo
Cumbal,cumbal
Cunday,cunday
Dolores,dolores
El Carmen,el carmen
El Carmen de Bol•À_var,el carmen de bol•À_var
El Castillo,el castillo
El Charco,el charco
El Dovio,el dovio
El Retorno,el retorno
El Tambo,el tambo
El Tarra,el tarra
Facatativa,facatativa
Filandia,filandia
Florida,florida
Fonseca,fonseca
Fortul,fortul
Fuente de Oro,fuente de oro
Galeras,galeras
Garz•À_n,garz•À_n
Genova,genova
Gigante,gigante
Granada,granada
Hato Corozal,hato corozal
Hato Nuevo,hato nuevo
Hobo,hobo
Ipiales,ipiales
Isnos,isnos
Itag•À_•À_,itag•À_•À_
Itsmina,itsmina
La Apartada,la apartada
La Ceja,la ceja
La Celia,la celia
La Dorada,la dorada
La Gloria,la gloria
La Monta•À_ita,la monta•À_ita
La Plata,la plata
Labranzagrande,labranzagrande
Land•À_zuri,land•À_zuri
Lorica,lorica
Los C•À_rdobas,los c•À_rdobas
Maicao,maicao
Manizales,manizales
Manzanares,manzanares
Medell•À_n,medell•À_n
Medell•À_n y Bello,medell•À_n y bello
Mesetas,mesetas
Miraflores,miraflores
Miranda,miranda
Mit•À_,mit•À_
Montebello,montebello
MonteL•À_bano,montel•À_bano
Monter•À_a,monter•À_a
Morales,morales
Mutat•À_,mutat•À_
Nari•À_o,nari•À_o
Natagaima,natagaima
Nech•À_,nech•À_
Neiva,neiva
Oca•À_a,oca•À_a
Orito,orito
Ortega,ortega
Pajarito,pajarito
Patia (El Bordo),patia (el bordo)
Paya,paya
Paz de Ariporo,paz de ariporo
Pensilvania,pensilvania
Pereira,pereira
Piamonte,piamonte
Pitalito,pitalito
Planeta Rica,planeta rica
Policarpa ,policarpa
Popay•À_n,popay•À_n
Pore,pore
Pueblo Bello,pueblo bello
Pueblo Nuevo,pueblo nuevo
Puente Nacional,puente nacional
Puerto Berr•À_o,puerto berr•À_o
Puerto Gait•À_n,puerto gait•À_n
Puerto Guzm•À_n,puerto guzm•À_n
Puerto Leguizamo,puerto leguizamo
Puerto Libertador,puerto libertador
Puerto Parra,puerto parra
Puerto Rico,puerto rico
Puerto Rond•À_n,puerto rond•À_n
Puerto Wilches,puerto wilches
Quibd•À_,quibd•À_
Remedios,remedios
Rioblanco,rioblanco
Riohacha,riohacha
Sabana de Torres,sabana de torres
Sahag•À_n,sahag•À_n
Salamina,salamina
Salda•À_a,salda•À_a
Salento,salento
Saman•À_,saman•À_
San Agust•À_n,san agust•À_n
San Andr_s de Cuerquia,san andr_s de cuerquia
San Antero,san antero
San Calixto,san calixto
San Jacinto,san jacinto
San Jos_ del Fragua,san jos_ del fragua
San Jos_ del Guaviare,san jos_ del guaviare
San Juan de Arama,san juan de arama
San Juan de Cesar,san juan de cesar
San Luis,san luis
San Mart•À_n,san mart•À_n
San Onofre,san onofre
San Pablo,san pablo
San Pelayo,san pelayo
San Roque,san roque
San Vicente de Chucuri,san vicente de chucuri
San Vicente del Cagu•À_n,san vicente del cagu•À_n
Santa Marta,santa marta
Santa Rosa del Sur,santa rosa del sur
Santander de Quilichao,santander de quilichao
Santuario,santuario
Saravena,saravena
Segovia,segovia
Simit•À_,simit•À_
Sincelejo,sincelejo
Socot•À_,socot•À_
Soledad,soledad
Sons•À_n,sons•À_n
Suarez,suarez
Sup•À_a,sup•À_a
Tado,tado
T•À_mara,t•À_mara
Tame,tame
Taraz•À_,taraz•À_
Tauramena,tauramena
Tello,tello
Teorama,teorama
Teruel,teruel
Tib•À_,tib•À_
Tierralta,tierralta
Toluviejo,toluviejo
Torib•À_o,torib•À_o
Tumaco,tumaco
T•À_querres,t•À_querres
Turbo,turbo
Uribia,uribia
Urrao,urrao
Urumita,urumita
Valencia,valencia
Valle del Guamuez,valle del guamuez
Valledupar,valledupar
Ventaquemada,ventaquemada
Villahermosa,villahermosa
Villanueva,villanueva
Villarrica,villa rica
Vista Hermosa,vista hermosa
Yarumal,yarumal
Yolomb•À_,yolomb•À_
Yond•À_,yond•À_
Yopal,yopal
Zaragoza,zaragoza
Abrego,abrego
Acevedo,acevedo
Aguachica,aguachica
Aguazul,aguazul
Algarrobo,algarrobo
Algeciras,algeciras
