CODIGOnum,DPTO,MPIO,INTEGRIDAD 2010,Cluster INTEGRIDAD 2010,LIBERTAD 2010,Cluster LIBERTAD 2010,LIBERTAD_CIRCULACION 2010 ,Cluster LIBERTAD_CIRCULACION 2010,SEGURIDAD 2010,Cluster SEGURIDAD 2010,VIDA 2010,Cluster VIDA 2010,Victimizacion 2010,Cluster Victimizacion 2010,IRV2010,Cluster_IRV2010,ACCIONES 2005 a 2009,Cluster_ACCIONES 2005 a 2009,HECHOS 2005 a 2009,Cluster_HECHOS 2005 a 2009,OTROS 2005 a 2009,Cluster_OTROS 2005 a 2009,PRESENCIA 2005 a 2009,Cluster_PRESENCIA 2005 a 2009,Amenazas 2005 a 2009,Cluster_Amenazas 2005 a 2009,DEMOGRÁFICO 2005 a 2009,Cluster DEMOGRÁFICO 2005 a 2009,GEOGRÁFICO 2005 a 2009,Cluster GEOGRÁFICO 2005 a 2009,INSTITUCIONAL 2005 a 2009,Cluster INSTITUCIONAL 2005 a 2009,SOCIOECONOMICO 2005 a 2009,Cluster SOCIOECONOMICO 2005 a 2009,Vulnerabilidad 2005 a 2009,Cluster Vulnerabilidad 2005 a 2009,INTEGRIDAD 2011,Cluster INTEGRIDAD 2011,LIBERTAD 2011,Cluster LIBERTAD 2011,LIBERTAD_CIRCULACION 2011,Cluster LIBERTAD_CIRCULACION 2011,SEGURIDAD 2011,Cluster SEGURIDAD 2011,VIDA 2011,Cluster VIDA 2011,Victimizacion 2011,Cluster Victimizacion 2011,IRV2011,Cluster_IRV2011,ACCIONES 2005 a 2010,Cluster_ACCIONES 2005 a 2010,HECHOS 2005 a 2010,Cluster_HECHOS 2005 a 2010,OTROS 2005 a 2010,Cluster_OTROS 2005 a 2010,PRESENCIA 2005 a 2010,Cluster_PRESENCIA 2005 a 2010,Amenazas 2005 a 2010,Cluster_Amenazas 2005 a 2010,DEMOGRÁFICO 2005 a 2010,Cluster DEMOGRÁFICO 2005 a 2010,GEOGRÁFICO 2005 a 2010,Cluster GEOGRÁFICO 2005 a 2010,INSTITUCIONAL 2005 a 2010,Cluster INSTITUCIONAL 2005 a 2010,SOCIOECONOMICO 2005 a 2010,Cluster SOCIOECONOMICO 2005 a 2010,Vulnerabilidad 2005 a 2010,Cluster Vulnerabilidad 2005 a 2010,INTEGRIDAD 2012,Cluster INTEGRIDAD 2012,LIBERTAD 2012,Cluster LIBERTAD 2012,LIBERTAD_CIRCULACION 2012,Cluster LIBERTAD_CIRCULACION 2012,SEGURIDAD 2012,Cluster SEGURIDAD 2012,VIDA 2012,Cluster VIDA 2012,Victimizacion 2012,Cluster Victimizacion 2012,IRV2012,Cluster_IRV2012,ACCIONES 2005 a 2011,Cluster_ACCIONES 2005 a 2011,HECHOS 2005 a 2011,Cluster_HECHOS 2005 a 2011,OTROS 2005 a 2011,Cluster_OTROS 2005 a 2011,PRESENCIA 2005 a 2011,Cluster_PRESENCIA 2005 a 2011,Amenazas 2005 a 2011,Cluster_Amenazas 2005 a 2011,DEMOGRÁFICO 2005 a 2011,Cluster DEMOGRÁFICO 2005 a 2011,GEOGRÁFICO 2005 a 2011,Cluster GEOGRÁFICO 2005 a 2011,INSTITUCIONAL 2005 a 2011,Cluster INSTITUCIONAL 2005 a 2011,SOCIOECONOMICO 2005 a 2011,Cluster SOCIOECONOMICO 2005 a 2011,Vulnerabilidad 2005 a 2011,Cluster Vulnerabilidad 2005 a 2011,INTEGRIDAD 2013,Cluster INTEGRIDAD 2013,LIBERTAD 2013,Cluster LIBERTAD 2013,LIBERTAD_CIRCULACION 2013,Cluster LIBERTAD_CIRCULACION 2013,SEGURIDAD 2013,Cluster SEGURIDAD 2013,VIDA 2013,Cluster VIDA 2013,Victimizacion 2013,Cluster Victimizacion 2013,IRV2013,Cluster_IRV2013,ACCIONES 2005 a 2012,Cluster_ACCIONES 2005 a 2012,HECHOS 2005 a 2012,Cluster_HECHOS 2005 a 2012,OTROS 2005 a 2012,Cluster_OTROS 2005 a 2012,PRESENCIA 2005 a 2012,Cluster_PRESENCIA 2005 a 2012,Amenazas 2005 a 2012,Cluster_Amenazas 2005 a 2012,DEMOGRÁFICO 2005 a 2012,Cluster DEMOGRÁFICO 2005 a 2012,GEOGRÁFICO 2005 a 2012,Cluster GEOGRÁFICO 2005 a 2012,INSTITUCIONAL 2005 a 2012,Cluster INSTITUCION AL 2005 a 2012,SOCIOECONOMICO 2005 a 2012,Cluster SOCIOECONOMICO 2005 a 2012,Vulnerabilidad 2005 a 2012,Cluster Vulnerabilidad 2005 a 2012,INTEGRIDAD 2014,Cluster INTEGRIDAD 2014,LIBERTAD 2014,Cluster LIBERTAD 2014,LIBERTAD_CIRCULACION 2014,Cluster LIBERTAD_CIRCULACION 2014,SEGURIDAD 2014,Cluster SEGURIDAD 2014,VIDA 2014,Cluster VIDA 2014,Victimizacion 2014,Cluster Victimizacion 2014,IRV2014,Cluster_IRV2014,ACCIONES 2005 a 2013,Cluster_ACCIONES 2005 a 2013,HECHOS 2005 a 2013,Cluster_HECHOS 2005 a 2013,OTROS 2005 a 2013,Cluster_OTROS 2005 a 2013,PRESENCIA 2005 a 2013,Cluster_PRESENCIA 2005 a 2013,Amenazas 2005 a 2013,Cluster_Amenazas 2005 a 2013,DEMOGRÁFICO 2005 a 2013,Cluster DEMOGRÁFICO 2005 a 2013,GEOGRÁFICO 2005 a 2013,Cluster GEOGRÁFICO 2005 a 2013,INSTITUCIONAL 2005 a 2013,Cluster INSTITUCIONAL 2005 a 2013,SOCIOECONOMICO 2005 a 2013,Cluster SOCIOECONOMICO 2005 a 2013,Vulnerabilidad 2005 a 2013,Cluster Vulnerabilidad 2005 a 2013,IRV2015,Cluster_IRV2015,ACCIONES 2005 a 2014,Cluster_ACCIONES 2005 a 2014,HECHOS 2005 a 2014,Cluster_HECHOS 2005 a 2014,OTROS 2005 a 2014,Cluster_OTROS 2005 a 2014,PRESENCIA 2005 a 2014,Cluster_PRESENCIA 2005 a 2014,Amenazas 2005 a 2014,Cluster_Amenazas 2005 a 2014,DEMOGRÁFICO 2005 a 2014,Cluster DEMOGRÁFICO 2005 a 2014,GEOGRÁFICO 2005 a 2014,Cluster GEOGRÁFICO 2005 a 2014,INSTITUCIONAL 2005 a 2014,Cluster INSTITUCIONAL 2005 a 2014,SOCIOECONOMICO 2005 a 2014,Cluster SOCIOECONOMICO 2005 a 2014,Vulnerabilidad 2005 a 2014,Cluster Vulnerabilidad 2005 a 2014
68207,Santander,Concepcion,0.29,Medio Bajo,0.00,Bajo,0.02,Bajo,0.00,Bajo,0.00,Bajo,0.03,Bajo,0.08,Bajo,0.00,Bajo,0.06,Bajo,0.00,Bajo,0.09,Bajo,0.2792,Bajo,0.24,Bajo,0.46,Medio,0.40,Medio Bajo,0.31,Medio Bajo,0.24,Medio Bajo,0.00,Bajo,0.00,Bajo,0.16,Medio Bajo,0.37,Medio,0.00,Bajo,0.13,Medio Bajo,0.06,Bajo,0.00,Bajo,0.05,Bajo,0.00,Bajo,0.08,Bajo,0.27,Bajo,0.14,Bajo,0.46,Medio,0.40,Medio Bajo,0.31,Medio Bajo,0.20,Bajo,0.00,Bajo,0.00,Bajo,0.11,Medio Bajo,0.00,Bajo,0.00,Bajo,0.03,Bajo,0.07,Bajo,0.00,Bajo,0.06,Bajo,0.00,Bajo,0.08,Bajo,0.26,Bajo,0.17,Bajo,0.46,Medio,0.44,Medio Bajo,0.44,Medio,0.31,Medio Bajo,0.00,Bajo,0.00,Bajo,0.11,Medio Bajo,0.00,Bajo,0.00,Bajo,0.03,Bajo,0.05,Bajo,0.00,Bajo,0.04,Bajo,0.00,Bajo,0.08,Bajo,0.25,Bajo,0.14,Bajo,0.46,Medio,0.38,Medio Bajo,0.46,Medio,0.29,Medio Bajo,0,Bajo,0,Bajo,0.080675015,Medio Bajo,0,Bajo,0,Bajo,0.020928822,Bajo,0.05,Bajo,0.00,Bajo,0.04,Bajo,0.00,Bajo,0.08,Bajo,0.24,Bajo,0.17,Bajo,0.46,Medio,0.37,Medio Bajo,0.47,Medio,0.30,Medio Bajo,0.06,Bajo,0.00,Bajo,0.04,Bajo,0.00,Bajo,0.08,Bajo,0.24,Bajo,0.20,Bajo,0.37,Medio Bajo,0.38,Medio Bajo,0.59,Medio Alto,0.31,Medio Bajo
68209,Santander,Confines,0.00,Bajo,0.00,Bajo,0.00,Bajo,0.00,Bajo,0.00,Bajo,0.00,Bajo,0.03,Bajo,0.00,Bajo,0.02,Bajo,0.00,Bajo,0.07,Bajo,0.2288,Bajo,0.20,Bajo,0.42,Medio,0.37,Medio Bajo,0.22,Bajo,0.17,Bajo,0.45,Medio,0.00,Bajo,0.00,Bajo,0.00,Bajo,0.00,Bajo,0.04,Bajo,0.03,Bajo,0.00,Bajo,0.02,Bajo,0.00,Bajo,0.07,Bajo,0.22,Bajo,0.25,Bajo,0.43,Medio,0.42,Medio Bajo,0.19,Bajo,0.19,Bajo,0.72,Alto,0.00,Bajo,0.00,Bajo,0.00,Bajo,0.00,Bajo,0.06,Bajo,0.05,Bajo,0.00,Bajo,0.02,Bajo,0.00,Bajo,0.07,Bajo,0.22,Bajo,0.17,Bajo,0.43,Medio,0.53,Medio,0.53,Medio,0.37,Medio Bajo,0.75,Alto,0.00,Bajo,0.00,Bajo,0.00,Bajo,0.00,Bajo,0.05,Bajo,0.04,Bajo,0.00,Bajo,0.04,Bajo,0.00,Bajo,0.07,Bajo,0.23,Bajo,0.17,Bajo,0.43,Medio,0.34,Medio Bajo,0.50,Medio,0.29,Medio Bajo,0.689962384,Medio Alto,0,Bajo,0,Bajo,0,Bajo,0,Bajo,0.068089558,Bajo,0.04,Bajo,0.00,Bajo,0.04,Bajo,0.00,Bajo,0.07,Bajo,0.23,Bajo,0.18,Bajo,0.43,Medio,0.32,Medio Bajo,0.53,Medio,0.29,Medio Bajo,0.06,Bajo,0.00,Bajo,0.06,Bajo,0.00,Bajo,0.07,Bajo,0.24,Bajo,0.19,Bajo,0.37,Medio Bajo,0.30,Medio Bajo,0.56,Medio,0.27,Medio Bajo
68211,Santander,Contratacion,0.75,Alto,0.00,Bajo,0.17,Medio Bajo,0.00,Bajo,0.00,Bajo,0.10,Bajo,0.07,Bajo,0.00,Bajo,0.06,Bajo,0.00,Bajo,0.07,Bajo,0.2569,Bajo,0.25,Bajo,0.80,Medio Alto,0.37,Medio Bajo,0.57,Medio,0.49,Medio,0.64,Medio Alto,0.00,Bajo,0.23,Medio Bajo,0.00,Bajo,0.00,Bajo,0.11,Medio Bajo,0.08,Bajo,0.00,Bajo,0.06,Bajo,0.00,Bajo,0.08,Bajo,0.27,Bajo,0.24,Bajo,0.80,Medio Alto,0.38,Medio Bajo,0.49,Medio,0.45,Medio,0.45,Medio,0.00,Bajo,0.00,Bajo,0.00,Bajo,0.00,Bajo,0.04,Bajo,0.09,Bajo,0.00,Bajo,0.06,Bajo,0.32,Medio,0.08,Bajo,0.44,Medio,0.21,Bajo,0.80,Medio Alto,0.45,Medio,0.44,Medio,0.51,Medio,0.48,Medio,0.00,Bajo,0.08,Bajo,0.00,Bajo,0.00,Bajo,0.05,Bajo,0.07,Bajo,0.00,Bajo,0.05,Bajo,0.30,Medio,0.08,Bajo,0.41,Medio Bajo,0.22,Bajo,0.81,Medio Alto,0.36,Medio Bajo,0.42,Medio,0.46,Medio,0.644208617,Medio Alto,0,Bajo,0,Bajo,0,Bajo,0,Bajo,0.063574306,Bajo,0.07,Bajo,0.00,Bajo,0.05,Bajo,0.26,Medio,0.08,Bajo,0.39,Medio Bajo,0.23,Bajo,0.81,Alto,0.34,Medio Bajo,0.37,Medio Bajo,0.43,Medio,0.07,Bajo,0.00,Bajo,0.05,Bajo,0.24,Medio,0.08,Bajo,0.37,Medio Bajo,0.23,Bajo,0.76,Medio Alto,0.36,Medio Bajo,0.62,Medio Alto,0.54,Medio
68217,Santander,Coromoro,0.49,Medio,0.00,Bajo,0.00,Bajo,0.00,Bajo,0.00,Bajo,0.04,Bajo,0.17,Medio Bajo,0.01,Bajo,0.08,Medio Bajo,0.00,Bajo,0.09,Bajo,0.3086,Bajo,0.64,Medio Alto,0.68,Medio Alto,0.62,Medio Alto,0.57,Medio,0.75,Medio Alto,0.00,Bajo,0.00,Bajo,0.16,Medio Bajo,0.30,Medio,0.00,Bajo,0.11,Medio Bajo,0.16,Medio Bajo,0.01,Bajo,0.07,Bajo,0.00,Bajo,0.08,Bajo,0.29,Bajo,0.52,Medio,0.68,Medio Alto,0.73,Alto,0.52,Medio,0.73,Medio Alto,0.00,Bajo,0.00,Bajo,0.12,Medio Bajo,0.00,Bajo,0.00,Bajo,0.03,Bajo,0.15,Medio Bajo,0.00,Bajo,0.07,Bajo,0.00,Bajo,0.08,Bajo,0.28,Bajo,0.52,Medio,0.68,Medio Alto,0.77,Alto,0.30,Medio Bajo,0.60,Medio Alto,0.00,Bajo,0.00,Bajo,0.14,Medio Bajo,0.00,Bajo,0.00,Bajo,0.04,Bajo,0.12,Medio Bajo,0.00,Bajo,0.06,Bajo,0.00,Bajo,0.09,Medio Bajo,0.28,Bajo,0.41,Medio Bajo,0.67,Medio Alto,0.63,Medio Alto,0.29,Medio Bajo,0.51,Medio,0.632308202,Medio Alto,0,Bajo,0.148268934,Medio Bajo,0,Bajo,0,Bajo,0.100864032,Medio Bajo,0.11,Medio Bajo,0.00,Bajo,0.05,Bajo,0.00,Bajo,0.09,Bajo,0.26,Bajo,0.43,Medio,0.67,Medio Alto,0.59,Medio Alto,0.27,Medio Bajo,0.50,Medio,0.13,Medio Bajo,0.00,Bajo,0.07,Bajo,0.00,Bajo,0.10,Medio Bajo,0.29,Bajo,0.44,Medio,0.58,Medio,0.59,Medio Alto,0.31,Medio Bajo,0.50,Medio
68229,Santander,Curiti,0.45,Medio,0.00,Bajo,0.01,Bajo,0.00,Bajo,0.00,Bajo,0.03,Bajo,0.06,Bajo,0.00,Bajo,0.04,Bajo,0.00,Bajo,0.07,Bajo,0.2384,Bajo,0.37,Medio Bajo,0.35,Medio Bajo,0.40,Medio Bajo,0.43,Medio,0.30,Medio Bajo,0.49,Medio,0.00,Bajo,0.01,Bajo,0.02,Bajo,0.00,Bajo,0.05,Bajo,0.07,Bajo,0.00,Bajo,0.03,Bajo,0.00,Bajo,0.07,Bajo,0.23,Bajo,0.23,Bajo,0.35,Medio Bajo,0.55,Medio,0.41,Medio Bajo,0.31,Medio Bajo,0.20,Medio Bajo,0.00,Bajo,0.00,Bajo,0.00,Bajo,0.00,Bajo,0.02,Bajo,0.07,Bajo,0.00,Bajo,0.03,Bajo,0.00,Bajo,0.07,Bajo,0.23,Bajo,0.28,Medio Bajo,0.35,Medio Bajo,0.58,Medio Alto,0.22,Bajo,0.22,Medio Bajo,0.22,Medio Bajo,0.00,Bajo,0.07,Bajo,0.07,Bajo,0.00,Bajo,0.05,Bajo,0.04,Bajo,0.00,Bajo,0.03,Bajo,0.15,Medio Bajo,0.07,Bajo,0.29,Bajo,0.23,Bajo,0.35,Medio Bajo,0.38,Medio Bajo,0.21,Bajo,0.17,Bajo,0.622813959,Medio Alto,0,Bajo,0.028432374,Bajo,0,Bajo,0,Bajo,0.06883892,Bajo,0.04,Bajo,0.00,Bajo,0.03,Bajo,0.10,Medio Bajo,0.07,Bajo,0.27,Bajo,0.24,Bajo,0.36,Medio Bajo,0.36,Medio Bajo,0.21,Bajo,0.17,Bajo,0.05,Bajo,0.00,Bajo,0.04,Bajo,0.08,Medio Bajo,0.07,Bajo,0.26,Bajo,0.24,Bajo,0.39,Medio Bajo,0.36,Medio Bajo,0.34,Medio Bajo,0.23,Medio Bajo
68235,Santander,El Carmen De Chucuri,0.67,Medio Alto,0.00,Bajo,0.17,Medio Bajo,0.35,Medio,0.00,Bajo,0.17,Medio Bajo,0.12,Medio Bajo,0.01,Bajo,0.08,Medio Bajo,0.00,Bajo,0.08,Bajo,0.3019,Bajo,0.59,Medio,0.79,Medio Alto,0.37,Medio Bajo,0.43,Medio,0.57,Medio,0.70,Medio Alto,0.67,Medio Alto,0.14,Medio Bajo,0.44,Medio,0.00,Bajo,0.34,Medio,0.12,Medio Bajo,0.01,Bajo,0.08,Medio Bajo,0.00,Bajo,0.08,Bajo,0.29,Bajo,0.57,Medio,0.79,Medio Alto,0.37,Medio Bajo,0.44,Medio,0.56,Medio,0.13,Medio Bajo,0.00,Bajo,0.14,Medio Bajo,0.18,Medio Bajo,0.00,Bajo,0.09,Bajo,0.14,Medio Bajo,0.05,Medio Bajo,0.11,Medio Bajo,0.00,Bajo,0.07,Bajo,0.35,Medio Bajo,0.53,Medio,0.79,Medio Alto,0.41,Medio Bajo,0.33,Medio Bajo,0.56,Medio,0.14,Medio Bajo,0.00,Bajo,0.07,Bajo,0.56,Medio Alto,0.00,Bajo,0.18,Medio Bajo,0.13,Medio Bajo,0.04,Bajo,0.09,Medio Bajo,0.00,Bajo,0.09,Bajo,0.34,Medio Bajo,0.54,Medio,0.79,Medio Alto,0.38,Medio Bajo,0.30,Medio Bajo,0.54,Medio,0.248307733,Medio Bajo,0,Bajo,0.115667348,Medio Bajo,0.576740068,Medio Alto,0,Bajo,0.205896103,Medio Bajo,0.15,Medio Bajo,0.09,Medio Bajo,0.11,Medio Bajo,0.00,Bajo,0.09,Medio Bajo,0.40,Medio Bajo,0.56,Medio,0.79,Medio Alto,0.37,Medio Bajo,0.31,Medio Bajo,0.55,Medio,0.16,Medio Bajo,0.08,Medio Bajo,0.10,Medio Bajo,0.00,Bajo,0.10,Medio Bajo,0.40,Medio Bajo,0.56,Medio,0.82,Alto,0.37,Medio Bajo,0.31,Medio Bajo,0.58,Medio
68245,Santander,El Guacamayo,0.53,Medio,0.00,Bajo,0.00,Bajo,0.00,Bajo,0.00,Bajo,0.04,Bajo,0.05,Bajo,0.02,Bajo,0.05,Bajo,0.00,Bajo,0.07,Bajo,0.2734,Bajo,0.19,Bajo,0.80,Medio Alto,0.40,Medio Bajo,0.24,Bajo,0.30,Medio Bajo,0.00,Bajo,0.00,Bajo,0.00,Bajo,0.56,Medio Alto,0.00,Bajo,0.14,Medio Bajo,0.05,Bajo,0.02,Bajo,0.04,Bajo,0.00,Bajo,0.07,Bajo,0.26,Bajo,0.21,Bajo,0.80,Medio Alto,0.40,Medio Bajo,0.24,Bajo,0.30,Medio Bajo,0.00,Bajo,0.00,Bajo,0.17,Medio Bajo,0.00,Bajo,0.00,Bajo,0.04,Bajo,0.08,Bajo,0.05,Medio Bajo,0.06,Bajo,0.00,Bajo,0.07,Bajo,0.30,Bajo,0.15,Bajo,0.80,Medio Alto,0.48,Medio,0.55,Medio,0.56,Medio,0.00,Bajo,0.00,Bajo,0.14,Medio Bajo,0.00,Bajo,0.00,Bajo,0.04,Bajo,0.06,Bajo,0.04,Bajo,0.05,Bajo,0.00,Bajo,0.07,Bajo,0.27,Bajo,0.18,Bajo,0.80,Medio Alto,0.36,Medio Bajo,0.54,Medio,0.52,Medio,0,Bajo,0,Bajo,0,Bajo,0,Bajo,0,Bajo,0,Bajo,0.05,Bajo,0.03,Bajo,0.04,Bajo,0.00,Bajo,0.07,Bajo,0.25,Bajo,0.20,Bajo,0.80,Medio Alto,0.35,Medio Bajo,0.54,Medio,0.52,Medio,0.06,Bajo,0.03,Bajo,0.05,Bajo,0.00,Bajo,0.07,Bajo,0.26,Bajo,0.20,Bajo,0.75,Medio Alto,0.37,Medio Bajo,0.59,Medio Alto,0.51,Medio
68250,Santander,El Peñon,0.58,Medio Alto,0.00,Bajo,0.40,Medio,0.64,Medio Alto,0.00,Bajo,0.29,Medio,0.40,Medio Alto,0.03,Bajo,0.10,Medio Bajo,0.60,Alto,0.36,Alto,0.9512,Alto,0.80,Medio Alto,0.87,Alto,0.93,Alto,0.48,Medio,0.90,Alto,0.46,Medio,0.00,Bajo,0.40,Medio,0.00,Bajo,0.00,Bajo,0.14,Medio Bajo,0.41,Medio Alto,0.02,Bajo,0.13,Medio Bajo,0.57,Medio Alto,0.35,Alto,0.94,Alto,0.71,Medio Alto,0.87,Alto,0.92,Alto,0.40,Medio Bajo,0.86,Alto,0.62,Medio Alto,0.00,Bajo,0.39,Medio,0.35,Medio,0.00,Bajo,0.24,Medio,0.40,Medio Alto,0.02,Bajo,0.11,Medio Bajo,0.52,Medio Alto,0.34,Alto,0.91,Alto,0.81,Alto,0.87,Alto,0.89,Alto,0.49,Medio,0.88,Alto,0.66,Medio Alto,0.00,Bajo,0.49,Medio Alto,0.30,Medio,0.00,Bajo,0.25,Medio Bajo,0.37,Medio Alto,0.01,Bajo,0.11,Medio Bajo,0.50,Medio Alto,0.33,Alto,0.89,Alto,0.71,Medio Alto,0.87,Alto,0.84,Alto,0.44,Medio,0.85,Alto,0,Bajo,0,Bajo,0.447692603,Medio Alto,0.367545921,Medio,0,Bajo,0.212615955,Medio,0.38,Medio Alto,0.01,Bajo,0.11,Medio Bajo,0.48,Medio Alto,0.33,Alto,0.87,Alto,0.72,Medio Alto,0.87,Alto,0.93,Alto,0.47,Medio,0.88,Alto,0.38,Medio Alto,0.01,Bajo,0.12,Medio Bajo,0.46,Medio Alto,0.31,Alto,0.85,Alto,0.72,Medio Alto,0.84,Alto,0.96,Alto,0.40,Medio Bajo,0.88,Alto
68255,Santander,El Playon,0.58,Medio Alto,0.00,Bajo,0.36,Medio,0.11,Medio Bajo,0.00,Bajo,0.16,Medio Bajo,0.20,Medio Bajo,0.01,Bajo,0.11,Medio Bajo,0.45,Medio Alto,0.09,Bajo,0.6338,Medio Alto,0.56,Medio,0.51,Medio,0.62,Medio Alto,0.61,Medio Alto,0.68,Medio Alto,0.42,Medio,0.00,Bajo,0.21,Medio Bajo,0.00,Bajo,0.11,Medio Bajo,0.11,Medio Bajo,0.17,Medio Bajo,0.01,Bajo,0.10,Medio Bajo,0.39,Medio Alto,0.09,Bajo,0.56,Medio,0.38,Medio Bajo,0.51,Medio,0.64,Medio Alto,0.59,Medio Alto,0.60,Medio Alto,0.49,Medio,0.00,Bajo,0.20,Medio Bajo,0.20,Medio Bajo,0.00,Bajo,0.14,Medio Bajo,0.18,Medio Bajo,0.01,Bajo,0.09,Medio Bajo,0.45,Medio Alto,0.10,Medio Bajo,0.58,Medio Alto,0.44,Medio,0.51,Medio,0.65,Medio Alto,0.61,Medio Alto,0.62,Medio Alto,0.53,Medio,0.00,Bajo,0.16,Medio Bajo,0.10,Medio Bajo,0.00,Bajo,0.10,Bajo,0.14,Medio Bajo,0.01,Bajo,0.08,Medio Bajo,0.40,Medio Alto,0.09,Medio Bajo,0.53,Medio,0.42,Medio Bajo,0.52,Medio,0.43,Medio Bajo,0.59,Medio Alto,0.53,Medio,0.530472482,Medio Alto,0,Bajo,0.209579606,Medio,0.190706916,Medio Bajo,0,Bajo,0.156777098,Medio Bajo,0.15,Medio Bajo,0.00,Bajo,0.08,Medio Bajo,0.37,Medio,0.09,Medio Bajo,0.51,Medio,0.42,Medio Bajo,0.52,Medio,0.54,Medio,0.58,Medio Alto,0.57,Medio,0.16,Medio Bajo,0.01,Bajo,0.09,Medio Bajo,0.35,Medio,0.09,Medio Bajo,0.49,Medio,0.42,Medio Bajo,0.51,Medio,0.59,Medio Alto,0.75,Medio Alto,0.66,Medio Alto
68264,Santander,Encino,0.00,Bajo,0.00,Bajo,0.20,Medio Bajo,0.00,Bajo,0.00,Bajo,0.05,Bajo,0.13,Medio Bajo,0.00,Bajo,0.10,Medio Bajo,0.00,Bajo,0.07,Bajo,0.2922,Bajo,0.65,Medio Alto,0.91,Alto,0.37,Medio Bajo,0.16,Bajo,0.50,Medio,0.47,Medio,0.00,Bajo,0.00,Bajo,0.00,Bajo,0.00,Bajo,0.04,Bajo,0.13,Medio Bajo,0.00,Bajo,0.08,Medio Bajo,0.00,Bajo,0.07,Bajo,0.27,Bajo,0.79,Medio Alto,0.91,Alto,0.39,Medio Bajo,0.16,Bajo,0.56,Medio,0.00,Bajo,0.00,Bajo,0.26,Medio,0.07,Bajo,0.00,Bajo,0.08,Bajo,0.12,Medio Bajo,0.00,Bajo,0.07,Medio Bajo,0.00,Bajo,0.07,Bajo,0.26,Bajo,0.39,Medio Bajo,0.91,Alto,0.55,Medio,0.55,Medio,0.74,Medio Alto,0.00,Bajo,0.00,Bajo,0.08,Bajo,0.29,Medio,0.00,Bajo,0.10,Bajo,0.09,Bajo,0.00,Bajo,0.07,Bajo,0.00,Bajo,0.07,Bajo,0.25,Bajo,0.44,Medio,0.91,Alto,0.33,Medio Bajo,0.56,Medio,0.69,Medio Alto,0,Bajo,0,Bajo,0.159902476,Medio Bajo,0,Bajo,0,Bajo,0.041482118,Bajo,0.09,Bajo,0.00,Bajo,0.07,Medio Bajo,0.00,Bajo,0.07,Bajo,0.25,Bajo,0.48,Medio,0.91,Alto,0.30,Medio Bajo,0.57,Medio,0.69,Medio Alto,0.09,Bajo,0.00,Bajo,0.07,Bajo,0.00,Bajo,0.07,Bajo,0.25,Bajo,0.47,Medio,0.88,Alto,0.32,Medio Bajo,0.57,Medio,0.67,Medio Alto
68266,Santander,Enciso,0.00,Bajo,0.00,Bajo,0.08,Bajo,0.00,Bajo,0.00,Bajo,0.02,Bajo,0.03,Bajo,0.00,Bajo,0.03,Bajo,0.00,Bajo,0.07,Bajo,0.2307,Bajo,0.25,Bajo,0.35,Medio Bajo,0.34,Medio Bajo,0.30,Medio Bajo,0.19,Bajo,0.38,Medio,0.00,Bajo,0.00,Bajo,0.00,Bajo,0.00,Bajo,0.03,Bajo,0.04,Bajo,0.00,Bajo,0.02,Bajo,0.00,Bajo,0.07,Bajo,0.22,Bajo,0.38,Medio Bajo,0.35,Medio Bajo,0.34,Medio Bajo,0.28,Medio Bajo,0.22,Bajo,0.00,Bajo,0.00,Bajo,0.03,Bajo,0.05,Bajo,0.17,Medio Bajo,0.06,Bajo,0.05,Bajo,0.00,Bajo,0.02,Bajo,0.00,Bajo,0.07,Bajo,0.22,Bajo,0.45,Medio,0.35,Medio Bajo,0.37,Medio Bajo,0.39,Medio Bajo,0.31,Medio Bajo,0.00,Bajo,0.00,Bajo,0.11,Medio Bajo,0.00,Bajo,0.00,Bajo,0.03,Bajo,0.02,Bajo,0.00,Bajo,0.02,Bajo,0.00,Bajo,0.07,Bajo,0.22,Bajo,0.18,Bajo,0.35,Medio Bajo,0.31,Medio Bajo,0.37,Medio Bajo,0.20,Bajo,0.499212403,Medio,0,Bajo,0,Bajo,0,Bajo,0,Bajo,0.049265224,Bajo,0.02,Bajo,0.00,Bajo,0.02,Bajo,0.00,Bajo,0.07,Bajo,0.22,Bajo,0.22,Bajo,0.35,Medio Bajo,0.31,Medio Bajo,0.38,Medio Bajo,0.21,Bajo,0.03,Bajo,0.00,Bajo,0.03,Bajo,0.00,Bajo,0.07,Bajo,0.22,Bajo,0.22,Bajo,0.32,Medio Bajo,0.32,Medio Bajo,0.49,Medio,0.24,Medio Bajo
