year,municipality,codmpio,victimas
2007,El Tarra,,1
2007,Facatativa,,1
2007,Filandia,,2
2007,Florida,,1
2007,Fonseca,,1
2007,Fortul,,5
2007,Fuente de Oro,,1
2007,Galeras,,1
2007,Garzón,,4
2007,Genova,,1
2007,Gigante,,1
2007,Granada,,3
2007,Hato Corozal,,4
2007,Hato Nuevo,,1
2007,Hobo,,2
2007,Ipiales,,2
2007,Isnos,,1
2007,Itagüí,,1
2007,Itsmina,,9
2007,La Apartada,,2
2007,La Ceja,,1
2007,La Celia,,1
2007,La Dorada,,6
2007,La Gloria,,1
2007,La Montañita,,1
2007,La Plata,,2
2007,Labranzagrande,,1
2007,Landázuri,,3
2007,Lorica,,1
2007,Los Córdobas,,1
2007,Maicao,,2
2007,Manizales,,1
2007,Manzanares,,2
2007,Medellín,,8
2007,Medellín y Bello,,1
2007,Mesetas,,2
2007,Miraflores,,2
2007,Miranda,,1
2007,Mitú,,1
2007,Montebello,,2
2007,MonteLíbano,,2
2007,Montería,,3
2007,Morales,,3
2007,Mutatá,,1
2007,Nariño,,1
2007,Natagaima,,1
2007,Nechí,,1
2007,Neiva,,2
2007,Ocaña,,5
2007,Orito,,1
2007,Ortega,,1
2007,Pajarito,,2
2007,Patia (El Bordo),,1
2007,Paya,,2
2007,Paz de Ariporo,,1
2007,Pensilvania,,1
2007,Pereira,,1
2007,Piamonte,,1
2007,Pitalito,,7
2007,Planeta Rica,,1
2007,Policarpa ,,3
2007,Popayán,,3
2007,Pore,,1
2007,Pueblo Bello,,1
2007,Pueblo Nuevo,,1
2007,Puente Nacional,,1
2007,Puerto Berrío,,1
2007,Puerto Gaitán,,1
2007,Puerto Guzmán,,5
2007,Puerto Leguizamo,,1
2007,Puerto Libertador,,4
2007,Puerto Parra,,1
2007,Puerto Rico,,9
2007,Puerto Rondón,,1
2007,Puerto Wilches,,2
2007,Quibdó,,8
2007,Remedios,,4
2007,Rioblanco,,3
2007,Riohacha,,2
2007,Sabana de Torres,,3
2007,Sahagún,,2
2007,Salamina,,1
2007,Saldaña,,1
2007,Salento,,2
2007,Samaná,,3
2007,San Agustín,,1
2007,San Andrés de Cuerquia,,1
2007,San Antero,,1
2007,San Calixto,,3
2007,San Jacinto,,1
2007,San José del Fragua,,2
2007,San José del Guaviare,,1
2007,San Juan de Arama,,1
2007,San Juan de Cesar,,2
2007,San Luis,,1
2007,San Martín,,2
2007,San Onofre,,2
2007,San Pablo,,8
2007,San Pelayo,,1
2007,San Roque,,1
2007,San Vicente de Chucuri,,1
2007,San Vicente del Caguán,,1
2007,Santa Marta,,3
2007,Santa Rosa del Sur,,1
2007,Santander de Quilichao,,3
2007,Santuario,,1
2007,Saravena,,10
2007,Segovia,,1
2007,Simití,,1
2007,Sincelejo,,1
2007,Socotá,,1
2007,Soledad,,1
2007,Sonsón,,2
2007,Suarez,,1
2007,Supía,,1
2007,Tado,,2
2007,Támara,,1
2007,Tame,,14
2007,Tarazá,,1
2007,Tauramena,,1
2007,Tello,,2
2007,Teorama,,8
2007,Teruel,,1
2007,Tibú,,1
2007,Tierralta,,9
2007,Toluviejo,,1
2007,Toribío,,1
2007,Tumaco,,1
2007,Túquerres,,1
2007,Turbo,,4
2007,Uribia,,1
2007,Urrao,,1
2007,Urumita,,1
2007,Valencia,,1
2007,Valle del Guamuez,,1
2007,Valledupar,,3
2007,Ventaquemada,,1
2007,Villahermosa,,1
2007,Villanueva,,2
2007,Villarrica,,1
2007,Vista Hermosa,,17
2007,Yarumal,,2
2007,Yolombó,,1
2007,Yondó,,2
2007,Yopal,,2
2007,Zaragoza,,1
2008,Abrego,,2
2008,Acevedo,,3
2008,Aguachica,,36
2008,Aguazul,,2
2008,Algarrobo,,1
2008,Algeciras,,2
2008,Alto Baudó,,1
2008,Anserma,,1
2008,Ansermanuevo,,1
2008,Apartadó,,3
2008,Arauquita,,6
2008,Arenal,,1
2008,Argelia,,6
2008,Armenia,,1
2008,Barbacoas,,2
2008,Barrancabermeja,,29
2008,Barranquilla,,1
2008,Bello,,1
2008,Bogotá D.C.,,2
2008,Bojayá,,1
2008,Bolívar,,2
2008,Briceño,,1
2008,Buenaventura,,1
2008,Cabuyaro,,1
2008,Cáceres,,1
2008,Cajamarca,,1
2008,Calarcá,,4
2008,Cali,,1
2008,Cantagallo,,1
2008,Cartagena del Chairá,,2
2008,Cartago,,2
2008,Chaparral,,1
2008,Chigorodó,,2
2008,Chinchiná,,1
2008,Chivor,,1
2008,Cienaga,,1
2008,Cimitarra,,5
2008,Circasia,,1
2008,Cocorná,,1
2008,Coello,,1
2008,Corozal,,1
2008,Cúcuta,,5
2008,Cumaral,,1
2008,Cumbal,,1
2008,Cunday,,2
2008,Durania,,1
2008,El Bagre,,1
2008,El Carmen de Bolívar,,1
2008,El Castillo,,2
2008,El Doncello,,1
2008,El Paujil,,1
2008,El Playón,,1
2008,El Tambo,,1
2008,El Tarra,,1
2008,Exterior,,1
2008,Fortul,,3
2008,Fredonia,,1
2008,Fundación,,1
2008,Gamarra,,2
2008,Garzón,,1
2008,Girardot,,1
2008,Granada,,2
2008,Guamo,,1
2008,Hacari,,3
2008,Hato Nuevo,,1
2008,Ibague,,2
2008,Íquira,,1
2008,Isnos,,1
2008,Itsmina,,1
2008,Ituango,,1
2008,Jambaló,,1
2008,La Apartada,,3
2008,La Dorada,,1
2008,La Macarena,,1
2008,La Mesa,,1
2008,La Plata,,1
2008,La Vega,,2
2008,La Virginia,,2
2008,Landázuri,,2
2008,Lejanías,,1
2008,Linares,,1
2008,Lorica,,3
2008,Los Córdobas,,2
2008,Maicao,,2
2008,Manizales,,1
2008,Mapiripán,,1
2008,Medellín,,12
2008,Medio Atrato,,2
2008,Mesetas,,1
2008,Miraflores,,1
2008,Mistrató,,1
2008,Montecristo,,1
2008,MonteLíbano,,5
2008,Montería,,3
2008,Moñitos,,2
2008,Morales,,3
2008,Neira,,1
2008,Neiva,,1
2008,Ocaña,,13
2008,Olaya Herrera,,1
2008,Palmira,,2
2008,Patia (El Bordo),,2
2008,Paya,,1
2008,Peñol,,1
2008,Pereira,,3
2008,Piamonte,,1
2008,Pitalito,,1
2008,Planadas,,3
2008,Planeta Rica,,1
2008,Policarpa,,2
2008,Popayán,,2
2008,Pradera,,1
2008,Pueblo Bello,,1
2008,Pueblo Rico,,1
2008,Puerto Asís,,3
2008,Puerto Berrío,,8
2008,Puerto Escondido,,1
2008,Puerto Leguizamo,,1
2008,Puerto Libertador,,1
2008,Puerto Lleras,,1
2008,Puerto Rico,,3
2008,Puerto Triunfo,,1
2008,Puerto Wilches,,3
2008,Purificación,,1
2008,Quibdó,,4
2008,Quinchia,,1
2008,Remedios,,3
2008,Retiro,,1
2008,Ricaurte,,2
2008,Río Viejo,,1
2008,Rioblanco,,1
2008,Riofrío,,1
2008,Riohacha,,1
2008,Riosucio,,2
2008,Roncesvalles,,1
2008,Sabana de Torres,,1
2008,Sabanalarga,,1
2008,Sahagún,,1
2008,Salento,,1
2008,Samaná,,1
2008,San Alberto,,3
2008,San Antero,,1
2008,San Antonio,,1
2008,San Benito Abad,,1
2008,San Calixto,,2
2008,San Carlos,,1
2008,San José del Guaviare,,7
2008,San Juan de Urabá,,1
2008,San Martín,,2
2008,San Pablo,,3
2008,San Vicente del Caguán,,2
2008,Sandona,,1
2008,Santa Marta,,1
2008,Santa Rosa del Sur,,2
2008,Santander de Quilichao,,1
2008,Saravena,,6
2008,Segovia,,1
2008,Silvia,,1
2008,Simití,,2
2008,Soacha,,2
2008,Socotá,,1
2008,Solano,,1
2008,Suaza,,1
2008,Sucumbios,,1
2008,Támara,,1
2008,Tame,,1
2008,Tangua,,1
2008,Tarazá,,3
2008,Tauramena,,1
2008,Teorama,,3
2008,Tierralta,,4
2008,Timbiquí,,1
2008,Toribío,,3
2008,Totoró,,1
2008,Trujillo,,2
2008,Tuluá,,3
2008,Tumaco,,5
2008,Turbaco,,1
2008,Turbo,,1
2008,Uribe,,3
2008,Valencia,,1
2008,Valle del Guamuez,,1
2008,Valledupar,,2
2008,Venezuela,,1
2008,Villa del Rosario,,1
2008,Villavicencio,,1
2008,Vista Hermosa,,15
2008,Yarumal,,1
2008,Yondó,,7
2008,Yopal,,1
2009,Aguachica,,26
2009,Alvarado,,1
2009,Apartadó,,2
2009,Arauquita,,8
2009,Armenia,,1
2009,Bagadó,,1
2009,Baraya,,2
2009,Barbacoas,,11
2009,Barrancabermeja,,53
2009,Barranquilla,,2
2009,Belén de Umbría,,1
2009,Bello,,2
2009,Bogotá D.C.,,3
2009,Bolívar,,4
2009,Buenaventura,,1
2009,Buenos Aires,,1
2009,Buga,,2
2009,Bugalagrande,,2
2009,Cali,,3
2009,Caloto,,1
2009,Campamento,,1
2009,Cantagallo,,1
2009,Caramanta,,1
2009,Cartagena,,3
2009,Caucasia,,2
2009,Chaparral,,1
2009,Chimichagua,,1
2009,Chita,,1
2009,Cimitarra,,5
2009,Cocorná,,1
2009,Coldono,,1
2009,Colombia,,1
2009,Convención,,3
2009,Corinto,,4
2009,Cubará,,1
2009,Cúcuta,,15
2009,Dabeiba,,1
2009,Dosquebradas,,1
2009,El Carmen,,1
2009,El Carmen del Darién,,1
2009,El Castillo,,3
2009,El Retorno,,1
2009,El Tambo,,1
2009,El Tarra,,1
2009,El Zulia,,3
2009,Estado Apure,,1
2009,Facatativa,,1
2009,Filadelfia,,1
2009,Florencia,,2
2009,Floridablanca,,1
2009,Fortul,,3
2009,Garzón,,1
2009,Girón ,,2
2009,Granada,,8
2009,Guapí,,2
2009,Hobo,,1
2009,Ipiales,,1
2009,Itagüí,,1
2009,Itsmina,,1
2009,La Estrella,,1
2009,La Gloria,,1
2009,La Macarena,,1
2009,La Vega,,1
2009,Landázuri,,1
2009,Líbano,,1
2009,Lopez,,2
2009,Los Córdobas,,1
2009,Los Patios,,3
2009,Maceo,,1
2009,Magangué,,1
2009,Malambo,,2
2009,Mapiripán,,2
2009,Medellín,,21
2009,Mistrató,,2
2009,Mocoa,,1
2009,MonteLíbano,,2
2009,Montería,,5
2009,Moñitos,,1
2009,Morales ,,2
2009,Murindó,,1
2009,Mutatá,,1
2009,Nechí,,1
2009,Necoclí,,1
2009,Neiva,,1
2009,Norosí,,1
2009,Ocaña,,3
2009,Ocaña ,,1
2009,Olaya Herrera,,1
2009,Onzaga,,1
2009,Pajarito,,1
2009,Pasto,,1
2009,Patia (El Bordo),,3
2009,Paz de Ariporo,,1
2009,Pereira,,2
2009,Piamonte,,1
2009,Piedecuesta,,1
2009,Pisba,,1
2009,Pitalito,,1
2009,Planadas,,2
2009,Planeta Rica,,6
2009,Policarpa,,1
2009,Popayán,,3
2009,Prado,,3
2009,Providencia,,1
2009,Provincia de Dairén ,,1
2009,Puerto Asís,,1
2009,Puerto Berrío,,14
2009,Puerto Concordia,,1
2009,Puerto Gaitán,,3
2009,Puerto Rico,,2
2009,Puerto Rondón,,1
2009,Puerto Wilches,,7
2009,Purísima,,1
2009,Quibdó,,4
2009,Remedios,,4
2009,Rioblanco,,3
2009,Riofrío,,1
2009,Riohacha,,1
2009,Riosucio,,2
2009,Sabana de Torres,,4
2009,San Alberto,,3
2009,San Andrés de Sotavento,,1
2009,San Antero,,1
2009,San Antonio de Táchira,,1
2009,San Carlos de Guaroa,,1
2009,San Cayetano,,1
2009,San José del Fragua,,1
2009,San José del Guaviare,,5
2009,San Juan de Arama,,1
2009,San Martín ,,4
2009,San Pablo,,7
2009,San Pedro,,1
2009,San Pelayo,,1
2009,Sandona,,1
2009,Santa Marta ,,3
2009,Santa Rosa,,1
2009,Santa Rosa del Sur,,3
2009,Santander de Quilichao,,1
2009,Saravena,,15
2009,Segovia,,1
2009,Sibundoy,,1
2009,Silvia,,1
2009,Soacha,,1
2009,Suarez,,1
2009,Tame,,16
2009,Tarazá,,2
2009,Tibú,,1
2009,Tierralta,,7
2009,Toledo,,1
2009,Toribío,,1
2009,Totoró,,1
2009,Tuluá,,4
2009,Tumaco,,34
2009,Turbaco,,1
2009,Uribe,,2
2009,Valdivia,,1
2009,Valledupar,,2
2009,Villa del Rosario,,5
2009,Villahermosa,,2
2009,Villavicencio,,2
2009,Vista Hermosa,,12
2009,Yarumal,,3
2009,Yondó,,11
2009,Zarzal,,1
2009,Zona Bananera,,1
2010,Acandí,,1
2010,Aguachica,,4
2010,Aipe,,1
2010,Albania,,1
2010,Algeciras,,1
2010,Ambalema,,1
2010,Andalucía,,1
2010,Apartadó,,1
2010,Arauca,,1
2010,Arauquita,,1
2010,Arboletes,,1
2010,Argelia,,3
2010,Armenia,,1
2010,Barbacoas,,5
2010,Barrancabermeja,,39
2010,Barranquilla,,3
2010,Bogotá D.C.,,2
2010,Bucaramanga,,2
2010,Buenaventura,,1
2010,Buenavista,,3
2010,Buga,,1
2010,Cáceres,,1
2010,Calarcá,,1
2010,Cali,,2
2010,Caloto,,1
2010,Campamento,,1
2010,Cantagallo,,1
2010,Cartagena  ,,7
2010,Caucasia,,3
2010,Cereté,,2
2010,Chigorodó,,2
2010,Chiquinquirá,,1
2010,Cienaga,,1
2010,Cimitarra,,1
2010,Convención,,3
2010,Coveñas,,1
2010,Cúcuta,,44
2010,Cumaral,,1
2010,Cumbitara,,1
2010,Dosquebradas,,1
2010,El Cairo,,1
2010,El Carmen del Darién,,2
2010,El Charco,,2
2010,El Litoral del San Juan,,2
2010,El Tarra,,4
2010,El Zulia,,1
2010,Florencia,,2
2010,Guachucal,,1
2010,Guamal,,1
2010,La Apartada,,2
2010,La Macarena,,1
2010,La Unión ,,1
2010,Leiva,,1
2010,Linares,,1
2010,Lorica,,1
2010,Los Córdobas,,1
2010,Los Patios,,2
2010,Malambo,,1
2010,Manaure,,1
2010,Medellín,,14
2010,Miraflores,,2
2010,MonteLíbano,,6
2010,Montería,,8
2010,Morales,,1
2010,Necoclí,,1
2010,Neiva,,4
2010,Ocaña,,2
2010,Olaya Herrera,,1
2010,Ortega,,1
2010,Pasto,,1
2010,Planadas,,2
2010,Planeta Rica,,2
2010,Popayán ,,1
2010,Pueblo Viejo,,1
2010,Puerto Asís,,2
2010,Puerto Berrío,,2
2010,Puerto Escondido,,1
2010,Puerto Gaitán,,2
2010,Puerto Libertador,,1
2010,Puerto López,,1
2010,Puerto Wilches,,1
2010,Quibdó,,7
2010,Riofrío,,3
2010,Riohacha,,2
2010,Riosucio,,2
2010,Roberto Payán,,3
2010,Roncesvalles,,1
2010,Rovira,,1
2010,Sabana de Torres,,2
2010,Sabaneta,,2
2010,Sacama,,1
2010,Sahagún,,2
2010,San Andrés de Sotavento,,1
2010,San Antero,,3
2010,San Benito Abad,,1
2010,San Bernardo del Viento,,1
2010,San Calixto,,1
2010,San José del Guaviare,,4
2010,San Juan Nepomuceno,,1
2010,San Onofre,,1
2010,San Pablo,,5
2010,San Pelayo,,1
2010,San Vicente del Caguán,,2
2010,Santa Bárbara,,1
2010,Santa Marta,,2
2010,Santander de Quilichao,,1
2010,Saravena,,3
2010,Sevilla,,1
2010,Silos,,1
2010,Suarez,,1
2010,Táchira,,1
2010,Tado,,1
2010,Támara,,2
2010,Tame,,4
2010,Tarazá,,3
2010,Tibú,,3
2010,Tierralta,,2
2010,Trujillo,,3
2010,Tuluá,,11
2010,Tumaco,,8
2010,Tunja,,1
2010,Turbo,,1
2010,Villa del Rosario,,8
2010,Villavicencio,,9
2010,Vista Hermosa,,7
2010,Yondó,,4
2010,Zaragoza,,1
2011,Acacías,,1
2011,Aguazul,,1
2011,Aipe,,2
2011,Algeciras,,6
2011,Apartadó,,8
2011,Arauca,,2
2011,Arauquita,,1
2011,Arboletes,,2
2011,Arenal,,1
2011,Argelia,,2
2011,Ayapel,,1
2011,Barbacoas,,6
2011,Barrancabermeja,,15
2011,Barranco de Loba,,1
2011,Barranquilla,,2
2011,Bogotá D.C.,,1
2011,Briceño,,1
2011,Buenaventura,,4
2011,Buenavista,,2
2011,Cáceres,,1
2011,Calamar,,1
2011,Caloto,,2
2011,Campamento,,1
2011,Caucasia,,5
2011,Cereté,,1
2011,Chaparral,,1
2011,Chigorodó,,1
2011,Chinacota,,1
2011,Chitaga,,1
2011,Circasia,,1
2011,Cisneros,,1
2011,Convención,,1
2011,Cúcuta,,116
2011,Cumbitara,,2
2011,Dabeiba,,1
2011,El Charco,,1
2011,El Dovio,,1
2011,El Retorno,,1
2011,El Tambo,,1
2011,El Zulia,,3
2011,Florida,,2
2011,Francisco Pizarro,,2
2011,Frontino,,1
2011,Girón,,1
2011,Granada,,2
2011,Guapí,,6
2011,Hacari,,1
2011,Ibague,,1
2011,Ituango,,1
2011,La Apartada,,1
2011,La Argentina,,2
2011,La Plata,,2
2011,La Playa,,1
2011,La Uribe,,1
2011,Lejanías,,1
2011,Líbano,,1
2011,Los Patios,,11
2011,Medellín,,6
2011,Medio Atrato,,4
2011,Mesetas,,1
2011,Miraflores,,1
2011,Montecristo,,1
2011,MonteLíbano,,7
2011,Montería,,1
2011,Murindó,,1
2011,Nechí,,1
2011,Neiva,,1
2011,Norosí,,1
2011,Ocaña,,2
2011,Olaya Herrera,,3
2011,Palermo,,1
2011,Pamplona,,1
2011,Paya,,1
2011,Planadas,,1
2011,Planeta Rica,,3
2011,Pradera,,1
2011,Puerto Asís,,1
2011,Puerto Berrío,,1
2011,Puerto Rico,,1
2011,Quibdó,,3
2011,Río Viejo,,1
2011,Riosucio,,1
2011,Roberto Payán,,1
2011,Sabana de Torres,,1
2011,Saldaña,,1
2011,San Agustín,,1
2011,San Andrés de Sotavento,,1
2011,San Bernardo del Viento,,1
2011,San Cayetano,,1
2011,San José del Guaviare,,2
2011,San Onofre,,2
2011,San Pablo,,1
2011,San Vicente de Chucuri,,1
2011,Santander de Quilichao,,1
2011,Saravena,,1
2011,Tado,,1
2011,Támara,,1
2011,Tame,,3
2011,Tarazá,,1
2011,Teorama,,3
2011,Tibú,,3
2011,Tierralta,,3
2011,Timbiquí,,1
2011,Toledo,,1
2011,Tumaco,,7
2011,Unguía,,1
2011,Uramita,,1
2011,Valdivia,,1
2011,Venezuela,,3
2011,Villa del Rosario,,15
2011,Villavicencio,,1
2011,Vista Hermosa,,1
2011,Zaragoza,,5
2012,Aguazul,,1
2012,Aipe,,1
2012,Algeciras,,2
2012,Apartadó,,2
2012,Aracataca,,1
2012,Arauquita,,1
2012,Barbacoas,,1
2012,Barrancabermeja,,13
2012,Bogotá D.C.,,2
2012,Cajibio,,1
2012,Caldono,,1
2012,Caloto,,3
2012,Cantagallo,,2
2012,Caucasia,,1
2012,Chitaga,,1
2012,Cúcuta,,19
2012,Dosquebradas,,1
2012,El Carmen del Darién,,1
2012,El Charco,,1
2012,El Doncello,,1
2012,El Tambo,,1
2012,El Tarra,,1
2012,El Zulia,,1
2012,Fonseca,,1
2012,Fortul,,2
2012,Fuente de Oro,,1
2012,Galapa,,1
2012,Guapí,,3
2012,Guaranda,,1
2012,Ituango,,1
2012,La Macarena,,1
2012,La Uribe,,1
2012,Labranzagrande,,1
2012,López de Micay,,1
2012,Los Andes,,1
2012,Los Patios,,1
2012,Mapiripán,,1
2012,Marmato,,1
2012,Medellín,,1
2012,Montecristo,,1
2012,Montenegro,,1
2012,Mutatá,,2
2012,Olaya Herrera,,3
2012,Patia (El Bordo),,1
2012,Paya,,1
2012,Planadas,,1
2012,Policarpa,,3
2012,Popayán,,1
2012,Pradera,,1
2012,Pueblo Rico,,1
2012,Puerto Gaitán,,12
2012,Puerto López,,2
2012,Quibdó,,2
2012,Riosucio,,7
2012,San Diego,,1
2012,San Martín,,1
2012,San Pablo,,4
2012,Santa Bárbara,,1
2012,Santa Rosa del Sur,,1
2012,Saravena,,8
2012,Segovia,,1
2012,Simití,,1
2012,Soacha,,1
2012,Tame,,12
2012,Tarazá,,1
2012,Teorama,,1
2012,Tibú,,2
2012,Tierralta,,4
2012,Timbiquí,,1
2012,Tiquisio,,2
2012,Toledo,,1
2012,Tuluá,,3
2012,Tumaco,,17
2012,Villa del Rosario,,3
2012,Total general,,16339
