year,municipality,codmpio,victimas
1991,Bucarasica,,1
1991,Buenaventura,,2
1991,Buenavista,,6
1991,Cáceres,,1
1991,Cachira,,3
1991,Cácota,,1
1991,Cajibio,,1
1991,Caldono,,1
1991,Cali,,2
1991,Caloto,,1
1991,Campamento,,5
1991,Canalete,,1
1991,Candelaria,,1
1991,Cañasgordas ,,1
1991,Carcasi,,1
1991,Carepa,,2
1991,Cartagena,,2
1991,Caucasia,,2
1991,Cerrito,,2
1991,Chaguaní,,1
1991,Chaparral,,5
1991,Charta,,3
1991,Chigorodó,,3
1991,Chimá,,1
1991,Chiriguaná,,1
1991,Chita,,1
1991,Chivolo,,1
1991,Cienaga,,2
1991,Cimitarra,,1
1991,Cisneros,,1
1991,Coloso,,1
1991,Contratación,,1
1991,Convención,,4
1991,Copacabana,,1
1991,Corinto,,1
1991,Coyaima,,3
1991,Cubarral,,1
1991,Cúcuta,,3
1991,Curumaní,,1
1991,Dagua,,1
1991,Dolores,,1
1991,Don Matías,,1
1991,Dosquebradas,,1
1991,El Bagre,,2
1991,El Banco,,1
1991,El Carmen de Bolívar,,4
1991,El Carmen de Chucurí,,8
1991,El Castillo,,2
1991,El Copey,,4
1991,El Piñón,,1
1991,Envigado,,2
1991,Falan,,1
1991,Florencia,,1
1991,Florida,,2
1991,Frontino,,2
1991,Garzón,,1
1991,Girón,,1
1991,Gramalote,,1
1991,Granada,,4
1991,Guaca,,2
1991,Guamal,,1
1991,Guarne,,1
1991,Guatica,,1
1991,Guavatá,,1
1991,Hacari,,1
1991,Ibague,,1
1991,Itagüí,,1
1991,Ituango,,4
1991,Jericó,,1
1991,La Belleza,,1
1991,La Cumbre,,2
1991,La Dorada,,2
1991,La Estrella,,1
1991,La Jagua de Ibírico,,2
1991,La Palma,,1
1991,La Playa,,1
1991,La Vega,,1
1991,Lebrija,,1
1991,Los Córdobas,,1
1991,Los Palmitos,,1
1991,Manizales,,2
1991,María La Baja,,3
1991,Matanza,,1
1991,Medellín,,21
1991,Mesetas,,1
1991,Milán,,1
1991,Miraflores,,1
1991,Miranda,,1
1991,Mocoa,,1
1991,Montelibano,,3
1991,Montería,,2
1991,Morroa,,1
1991,Ocaña,,5
1991,Ovejas,,1
1991,Pailitas,,1
1991,Pajarito,,1
1991,Palmira,,3
1991,Pamplona,,1
1991,Patia (El Bordo),,2
1991,Paz de Ariporo,,1
1991,Pelaya,,1
1991,Peque,,1
1991,Pereira,,1
1991,Piedecuesta,,1
1991,Planadas,,1
1991,Plato,,1
1991,Popayán,,2
1991,Pradera,,1
1991,Puerto Asis,,6
1991,Puerto Berrío,,1
1991,Puerto Libertador,,2
1991,Puerto Nare,,2
1991,Puerto Parra,,2
1991,Puerto Rico,,2
1991,Puerto Triunfo,,1
1991,Puerto Wilches,,2
1991,Remedios,,7
1991,Riofrío,,1
1991,Rionegro,,2
1991,Sabana de Torres,,5
1991,Saboya,,1
1991,Sahagún,,1
1991,Salgar,,1
1991,San Alberto,,3
1991,San Antonio,,1
1991,San Calixto,,2
1991,San Carlos,,1
1991,San Cayetano,,1
1991,San Diego,,1
1991,San Eduardo,,1
1991,San Jacinto,,3
1991,San José de Miranda,,1
1991,San José del Guaviare,,2
1991,San Juan de Arama,,2
1991,San Juan de Cesar,,1
1991,San Juan de Urabá,,1
1991,San Juan Nepomuceno,,2
1991,San Martín,,5
1991,San Onofre,,1
1991,San Pablo,,1
1991,San Pablo de Borbur,,1
1991,San Pedro de Urabá,,4
1991,San Roque,,3
1991,San Vicente de Chucuri,,7
1991,Santa Rosa,,1
1991,Santa Rosa del Sur,,1
1991,Santo Domingo,,1
1991,Saravena,,3
1991,Sardinata,,1
1991,Segovia,,2
1991,Silos,,1
1991,Simití,,2
1991,Sincelejo,,2
1991,Soacha,,1
1991,Támara,,1
1991,Tame,,5
1991,Tarazá,,1
1991,Tarso,,1
1991,Tibú,,4
1991,Tierralta,,1
1991,Trujillo,,1
1991,Tulua,,3
1991,Turbo,,7
1991,Turmeque,,1
1991,Uribia,,1
1991,Urrao,,1
1991,Usme,,1
1991,Valencia,,2
1991,Valledupar,,3
1991,Vélez,,1
1991,Villagarzón,,1
1991,Villarrica,,1
1991,Villavicencio,,1
1991,Vista Hermosa,,2
1991,Yalí,,1
1991,Yondó,,4
1991,Yopal,,1
1991,Zambrano,,1
1991,Zapatoca,,1
1991,Zaragoza,,1
1992,Acandí,,2
1992,Aguachica,,8
1992,Algeciras,,1
1992,Altamira,,1
1992,Amalfi,,1
1992,Ancuya,,1
1992,Anserma,,1
1992,Anzá,,1
1992,Apartadó,,12
1992,Aquitania,,1
1992,Aracataca,,3
1992,Arauca,,1
1992,Arauquita,,1
1992,Arboledas,,2
1992,Arboletes,,2
1992,Argelia,,1
1992,Arjona,,1
1992,Astrea,,1
1992,Balboa,,1
1992,Barrancabermeja,,27
1992,Barranquilla,,3
1992,Becerril,,3
1992,Belén de Umbría,,3
1992,Bello,,2
1992,Betania,,1
1992,Bochalema,,1
1992,Bogotá D.C.,,12
1992,Bolívar,,2
1992,Bucaramanga,,7
1992,Buenaventura,,1
1992,Buga,,1
1992,Cajibio,,2
1992,Caldas,,2
1992,Cali,,7
1992,Caloto,,1
1992,Campamento,,1
1992,Candelaria,,3
1992,Caparrapí,,1
1992,Caramanta,,1
1992,Carepa,,5
1992,Carmen de Viboral,,2
1992,Cartagena,,1
1992,Cauca ,,1
1992,Caucasia,,1
1992,Cereté,,2
1992,Cerrito,,5
1992,Chameza,,2
1992,Chaparral,,1
1992,Charta,,1
1992,Chigorodó,,6
1992,Chiquinquirá,,1
1992,Chitaga,,1
1992,Chivolo,,2
1992,Cienaga,,5
1992,Cimitarra,,4
1992,Cocorná,,1
1992,Concepción,,2
1992,Convención,,1
1992,Cubarral,,1
1992,Cúcuta,,8
1992,Dabeiba,,2
1992,Dagua,,1
1992,El Bagre,,3
1992,El Carmen,,1
1992,El Carmen de Bolívar,,5
1992,El Carmen de Chucurí,,3
1992,El Castillo,,4
1992,El Copey,,2
1992,El Dovio,,1
1992,El Tambo,,1
1992,El Tarra,,2
1992,El Zulia,,1
1992,Envigado,,2
1992,Espinal,,1
1992,Florencia,,1
1992,Floridablanca,,2
1992,Fortul,,1
1992,Fuente de Oro,,1
1992,Fundación,,6
1992,Gamarra,,1
1992,Garzón,,1
1992,Girardot,,2
1992,Girón,,2
1992,Granada,,2
1992,Guaca,,1
1992,Guatica,,1
1992,Itagüí,,2
1992,Jamundí,,1
1992,La Ceja,,1
1992,La Dorada,,1
1992,La Estrella,,1
1992,La Jagua de Ibírico,,1
1992,La Paz,,1
1992,La Peña,,1
1992,La Plata,,1
1992,La Vega,,1
1992,Lebrija,,1
1992,Los Córdobas,,1
1992,Los Patios,,1
1992,Maceo,,2
1992,Magangué,,3
1992,Maicao,,1
1992,Málaga,,1
1992,Manizales,,2
1992,María La Baja,,1
1992,Marsella,,4
1992,Matanza,,1
1992,Medellín,,27
1992,Medina,,2
1992,Mercaderes,,1
1992,Mesetas,,11
1992,Mocoa,,2
1992,Montería,,4
1992,Necoclí,,2
1992,Ortega,,2
1992,Ovejas,,1
1992,Padilla,,1
1992,Pamplona,,2
1992,Patia (El Bordo),,2
1992,Paz de Ariporo,,2
1992,Pereira,,3
1992,Popayán,,3
1992,Puerto Boyacá,,1
1992,Puerto Concordia,,1
1992,Puerto Escondido,,1
1992,Puerto Gaitán,,3
1992,Puerto Libertador,,2
1992,Puerto Nare,,2
1992,Puerto Parra,,1
1992,Puerto Rondón,,1
1992,Puerto Salgar,,1
1992,Puerto Triunfo,,2
1992,Puerto Wilches,,2
1992,Puracé,,1
1992,Quimbaya,,1
1992,Quinchia,,1
1992,Restrepo,,1
1992,Riohacha,,3
1992,Rionegro,,2
1992,Riosucio,,2
1992,Risaralda,,1
1992,Rivera,,1
1992,Sabana de Torres,,3
1992,Salazar,,1
1992,San Alberto,,2
1992,San Andrés    ,,1
1992,San Andrés de Sotavento,,2
1992,San Calixto,,3
1992,San Carlos,,2
1992,San Cayetano,,1
1992,San Jacinto,,1
1992,San José de Miranda,,1
1992,San Juan de Arama,,1
1992,San Juan de Urabá,,3
1992,San Juan Nepomuceno,,2
1992,San Martín,,3
1992,San Pedro de Urabá,,3
1992,San Roque,,1
1992,San Sebastián de Buenavista,,1
1992,San Vicente de Chucuri,,3
1992,San Vicente del Caguán,,1
1992,Santa Marta,,5
1992,Santa Rosa de Cabal,,1
1992,Santander de Quilichao,,1
1992,Segovia,,2
1992,Simití,,2
1992,Sincelejo,,1
1992,Soacha,,1
1992,Soledad,,2
1992,Sonsón,,1
1992,Supía,,1
1992,Támesis,,1
1992,Tenerife,,2
1992,Tierralta,,2
1992,Timbío,,2
1992,Tiquisio,,1
1992,Toledo,,1
1992,Toluviejo,,1
1992,Tona,,2
1992,Tuluá,,1
1992,Turbo,,16
1992,Ulloa,,4
1992,Uribe,,3
1992,Urrao,,1
1992,Valledupar,,2
1992,Vegachí,,2
1992,Vélez,,1
1992,Villavicencio,,5
1992,Vista Hermosa,,1
1992,Yarumal,,1
1992,Yondó,,3
1992,Yumbo,,1
1992,Zaragoza,,1
1993,Aguachica,,1
1993,Aguazul,,1
1993,Algeciras,,1
1993,Amagá,,1
1993,Angostura,,1
1993,Anserma,,1
1993,Antioquia,,1
1993,Apartadó,,18
1993,Aquitania,,2
1993,Aracataca,,2
1993,Aratoca,,2
1993,Arauca,,1
1993,Arauquita,,2
1993,Ataco,,2
1993,Balboa,,1
1993,Barbosa,,2
1993,Barrancabermeja,,5
1993,Barranquilla,,3
1993,Becerril,,2
1993,Belén de los Andaquíes,,1
1993,Bello,,3
1993,Betulia,,2
1993,Bogotá D.C.,,5
1993,Bolívar,,1
1993,Bucaramanga,,2
1993,Bugalagrande,,2
1993,Cáceres,,1
1993,Caldono,,2
1993,Cali,,8
1993,Caloto,,1
1993,Campamento,,1
1993,Cañasgordas ,,2
1993,Carepa,,6
1993,Carmen de Viboral,,3
1993,Carolina,,1
1993,Cartagena,,2
1993,Cartago,,1
1993,Caucasia,,1
1993,Chía,,1
1993,Chigorodó,,5
1993,Chinchiná,,1
1993,Cienaga,,5
1993,Cimitarra,,1
1993,Cocorná,,3
1993,Copacabana,,1
1993,Córdoba,,1
1993,Corinto,,1
1993,Corozal,,1
1993,Cúcuta,,4
1993,Cucutilla,,1
1993,Cumaral,,1
1993,Cumbal,,1
1993,Curumaní,,3
1993,Don Matías,,1
1993,El Carmen de Atrato,,1
1993,El Carmen de Bolívar,,5
1993,El Carmen de Chucurí,,1
1993,El Castillo,,2
1993,El Guamo,,1
1993,El Peñón,,1
1993,El Playón,,1
1993,El Tarra,,2
1993,El Zulia,,2
1993,Florencia,,2
1993,Florida  ,,4
1993,Fortul,,1
1993,Fredonia,,2
1993,Frontino,,1
1993,Fuente de Oro,,1
1993,Fundación,,5
1993,Girón,,1
1993,Granada,,3
1993,Guamal,,1
1993,Hacari,,1
1993,Ibague,,1
1993,Jerusalen,,1
1993,La Belleza,,1
1993,La Jagua de Ibírico,,1
1993,La Palma,,1
1993,La Paz (Robles),,1
1993,La Unión,,2
1993,Labranzagrande,,1
1993,Lebrija,,3
1993,Líbano,,1
1993,Manizales,,1
1993,Mapiripán,,1
1993,María La Baja,,1
1993,Marsella,,1
1993,Medellín,,26
1993,Melgar,,1
1993,Mercaderes,,1
1993,Mesetas,,3
1993,Molagavita,,1
1993,MonteLíbano,,3
1993,Montería,,2
1993,Morroa,,1
1993,Mutatá,,2
1993,Necoclí,,2
1993,Obando,,1
1993,Ocaña,,1
1993,Oiba,,1
1993,Ortega,,3
1993,Ovejas,,2
1993,Pailitas,,3
1993,Pasca,,1
1993,Patia (El Bordo),,1
1993,Pauna,,1
1993,Pedraza,,1
1993,Pereira,,1
1993,Pivijay,,1
1993,Plato,,1
1993,Policarpa,,1
1993,Prado,,1
1993,Puerto Berrío,,2
1993,Puerto Gaitán,,1
1993,Puerto Nare,,2
1993,Puerto Rico,,1
1993,Puerto Rondón,,1
1993,Puerto Triunfo,,1
1993,Puracé,,1
1993,Quinchia,,2
1993,Remedios,,1
1993,Río Viejo,,1
1993,Rioblanco,,1
1993,Riohacha,,4
1993,Rionegro,,3
1993,Rosas,,2
1993,Sabana de Torres,,5
1993,San Alberto,,1
1993,San Calixto,,3
1993,San Carlos,,1
1993,San Cayetano,,1
1993,San Diego,,1
1993,San Jacinto,,2
1993,San Jeronimo ,,1
1993,San José del Guaviare,,1
1993,San Juan de Arama,,1
1993,San Juan de Betulia,,1
1993,San Juan de Cesar,,1
1993,San Juan Nepomuceno,,4
1993,San Luis,,4
1993,San Martín,,2
1993,San Mateo,,1
1993,San Pablo,,1
1993,San Pedro,,3
1993,San Pedro de Urabá,,2
1993,San Vicente de Chucuri,,10
1993,Santa Ana,,1
1993,Santa Marta,,5
1993,Santa Rosa,,1
1993,Santa Rosa del Sur,,1
1993,Santiago,,1
1993,Santo Domingo,,1
1993,Santo Tomás,,1
1993,Santuario,,1
1993,Saravena,,3
1993,Sardinata,,1
1993,Sucre,,1
1993,Talaigua Nuevo,,1
1993,Támara,,1
1993,Tame ,,1
1993,Tarazá,,2
1993,Tarso,,1
1993,Teorama,,1
1993,Tibú,,4
1993,Tierralta,,1
1993,Titiribí,,1
1993,Toluviejo,,1
1993,Tona,,1
1993,Tuluá,,2
1993,Tumaco,,1
1993,Turbo,,19
1993,Uribe,,1
1993,Urrao,,2
1993,Urumita,,1
1993,Valdivia,,1
1993,Valencia,,2
1993,Valledupar,,2
1993,Versalles,,1
1993,Villa del Rosario,,1
1993,Villanueva,,1
1993,Viotá,,2
1993,Yarumal,,2
1993,Yolombó,,1
1993,Yumbo,,1
1994,Achí,,1
1994,Aguachica,,17
1994,Aguadas,,1
1994,Almaguer,,1
1994,Ansermanuevo,,1
1994,Antioquia,,2
1994,Apartadó,,7
1994,Aracataca,,1
1994,Arauca,,3
1994,Arauquita,,3
1994,Arboletes,,2
1994,Armero,,1
1994,Bagadó,,1
1994,Barbosa,,3
1994,Barrancabermeja,,17
1994,Barrancas,,2
1994,Barranquilla,,6
1994,Becerril,,1
1994,Bello,,2
1994,Betania,,1
1994,Bogotá D.C.,,9
1994,Bolívar,,1
1994,Bucaramanga,,5
1994,Buenaventura,,1
1994,Buenavista,,1
1994,Buga,,1
1994,Cajibio,,3
1994,Cali,,3
1994,Campamento,,1
1994,Canalete,,1
1994,Cañasgordas ,,2
1994,Carepa,,6
1994,Carmen de Viboral,,1
1994,Cartagena,,1
1994,Cerro San Antonio,,1
1994,Chameza,,2
1994,Chigorodó,,5
1994,Chinchiná,,3
1994,Chiquinquirá,,1
1994,Chita,,1
1994,Chita ,,1
1994,Cienaga,,20
1994,Cocorná,,1
1994,Concepción,,1
1994,Confines,,1
1994,Convención,,2
1994,Córdoba,,1
1994,Coyaima,,2
1994,Cúcuta,,13
1994,Curillo,,1
1994,Curumaní,,2
1994,Dabeiba,,2
1994,Dosquebradas,,1
1994,El Carmen,,2
1994,El Carmen  ,,1
1994,El Carmen de Bolívar,,4
1994,El Carmen de Chucurí,,2
1994,El Castillo,,3
1994,El Cocuy,,1
1994,El Copey,,4
1994,El Paso,,1
1994,El Piñón,,1
1994,El Playón,,1
1994,El Tambo,,2
1994,El Zulia,,2
1994,Envigado,,1
1994,Exterior,,1
1994,Facatativa,,1
1994,Florencia,,2
1994,Frontino,,1
1994,Girón,,1
1994,Granada,,3
1994,Guacarí,,1
1994,Guamal,,1
1994,Ibague,,3
1994,Ipiales,,1
1994,La Calera,,1
1994,La Celia,,1
1994,La Dorada,,1
1994,La Gloria,,1
1994,La Paz (Robles),,1
1994,La Playa,,1
1994,La Sierra,,2
1994,La Unión,,1
1994,La Virginia,,1
1994,Lebrija,,2
1994,Lejanías,,1
1994,Liborina,,2
1994,Los Palmitos,,1
1994,Magangué,,1
1994,Maicao,,1
1994,Majagual,,1
1994,Málaga,,1
1994,Matanza,,3
1994,Medellín,,44
1994,Mesetas,,2
1994,Miranda,,1
1994,Mocoa,,1
1994,Necoclí,,7
1994,Nilo,,1
1994,Ocaña,,11
1994,Orocue,,1
1994,Ortega,,4
1994,Ovejas,,4
1994,Pailitas,,1
1994,Palmito,,2
1994,Pamplona,,1
1994,Pasto,,1
1994,Patia (El Bordo),,1
1994,Pedraza,,1
1994,Pereira,,3
1994,Piedecuesta,,1
1994,Piendamó,,3
1994,Planadas,,2
1994,Planeta Rica,,1
1994,Plato,,1
1994,Popayán,,4
1994,Pueblo Rico,,1
1994,Pueblorrico,,2
1994,Puerto Asís,,1
1994,Puerto Boyacá,,1
1994,Puerto Caicedo,,1
1994,Puerto Gaitán,,1
1994,Puerto Lleras,,1
1994,Puerto Wilches,,1
1994,Puracé,,1
1994,Purísima,,1
1994,Quimbaya,,1
1994,Quinchia,,1
1994,Recetor,,1
1994,Remedios,,2
1994,Restrepo,,1
1994,Río de Oro,,4
1994,Riofrío,,1
1994,Rionegro,,3
1994,Riosucio,,1
1994,Sabana de Torres,,1
1994,Salgar,,1
1994,Samaniego,,1
1994,Sampues,,3
1994,San Agustín,,1
1994,San Alberto,,3
1994,San Andrés de Sotavento,,3
1994,San Antonio,,1
1994,San Carlos,,2
1994,San Jerónimo,,1
1994,San José  del Palmar,,1
1994,San José de la Montaña,,1
1994,San José del Guaviare,,1
1994,San Luis,,1
1994,San Marcos,,1
1994,San Martín,,7
1994,San Onofre,,1
1994,San Pedro de Urabá,,1
1994,San Vicente de Chucuri,,10
1994,San Vicente del Caguán,,1
1994,Santa Bárbara,,1
1994,Santa Catalina,,1
1994,Santa Marta,,5
1994,Santo Domingo,,1
1994,Saravena,,5
1994,Segovia,,3
1994,Sevilla,,1
1994,Sibaté,,1
1994,Silvia,,1
1994,Simacota,,3
1994,Sincé,,1
1994,Sincelejo,,4
1994,Soacha,,1
1994,Suarez,,1
1994,Sucre,,2
1994,Suratá,,1
1994,Tabio,,1
1994,Támesis,,1
1994,Tarazá,,2
1994,Tauramena ,,1
1994,Tenerife,,2
1994,Tibú,,2
1994,Toluviejo,,2
1994,Totoró,,2
1994,Trinidad  ,,1
1994,Trujillo,,4
1994,Tuluá,,3
1994,Turbo,,11
1994,Uribe,,1
1994,Urrao,,2
1994,Usiacuri,,1
1994,Valledupar,,5
1994,Villa del Rosario,,3
1994,Villagarzón,,2
1994,Villavicencio,,4
1994,Vista Hermosa,,2
1994,Yarumal,,1
1994,Yondó,,1
1994,Yopal,,2
1994,Yumbo,,1
1995,Abrego,,4
1995,Achí,,1
1995,Aguachica,,19
1995,Aguazul,,1
1995,Amalfi,,1
1995,Andalucía,,1
1995,Anolaima,,1
1995,Anorí,,1
1995,Apartadó,,54
1995,Apia,,1
1995,Arauca,,1
1995,Arboledas,,1
1995,Argelia,,4
1995,Ariguani-El Dificil,,1
1995,Armenia,,1
1995,Astrea,,1
1995,Ataco,,1
1995,Balboa,,1
1995,Baranoa,,1
1995,Barbosa,,1
1995,Barrancabermeja,,25
1995,Barranquilla,,2
1995,Becerril,,1
1995,Bello,,5
1995,Betania,,1
1995,Betulia,,1
1995,Bogotá D.C.,,12
1995,Bolívar,,1
1995,Bucaramanga,,2
1995,Buenaventura,,1
1995,Buenos Aires,,2
1995,Cáceres,,2
1995,Caicedo,,1
1995,Cajibio,,1
1995,Caldono,,1
1995,Cali,,6
1995,Caloto,,2
1995,Cáqueza,,1
1995,Carepa,,26
1995,Carmen de Viboral,,1
1995,Cartago,,1
1995,Cerrito,,1
1995,Chalán,,1
1995,Chaparral,,1
1995,Chigorodó,,24
1995,Chitaga,,1
1995,Chivolo,,2
1995,Choachi,,1
1995,Cienaga,,4
1995,Cisneros,,2
1995,Cocorná,,1
1995,Coloso,,6
1995,Convención,,2
1995,Córdoba,,1
1995,Corinto,,1
1995,Corozal,,1
1995,Coyaima,,1
1995,Cubará,,1
1995,Cúcuta,,9
1995,Cunday,,2
1995,Dabeiba,,2
1995,Dagua,,1
1995,Dibulla,,1
1995,Don Matías,,1
1995,El Carmen de Bolívar,,4
1995,El Castillo,,7
1995,El Cerrito,,1
1995,El Copey,,1
1995,El Doncello,,1
1995,El Dorado,,2
1995,El Paso,,1
1995,El Playón,,4
1995,El Tarra,,1
1995,El Zulia,,1
1995,Enciso,,1
1995,Envigado,,2
1995,Estado de Apure-Páez,,1
1995,Exterior,,1
1995,Facatativa,,1
1995,Florencia,,1
1995,Floridablanca,,2
1995,Fortul,,2
1995,Frontino,,1
1995,Galeras,,1
1995,Granada,,3
1995,Guaca,,1
1995,Guadalupe,,1
1995,Guamo,,1
1995,Guarne,,1
1995,Guatica,,1
1995,Guicán,,1
1995,Hacari,,1
1995,Hato Corozal,,1
1995,Ibague,,1
1995,Icononzo,,2
1995,La Dorada,,1
1995,La Esperanza,,1
1995,La Estrella,,1
1995,La Jagua de Ibírico,,3
1995,La Paz,,1
1995,La Playa,,2
1995,La Vega,,1
1995,Lebrija,,3
1995,Los Córdobas,,1
1995,Los Palmitos,,3
1995,Majagual,,1
1995,Manaure,,1
1995,Matanza,,1
1995,Medellín,,33
1995,Mercaderes,,1
1995,Mesetas,,1
1995,Montería,,3
1995,Morroa,,1
1995,Mutatá,,3
1995,Necoclí,,8
1995,Neiva,,1
1995,Ocaña,,4
1995,Olaya Herrera,,2
1995,Ortega,,1
1995,Ovejas,,2
1995,Pacora,,2
1995,Pailitas,,7
1995,Palmira,,1
1995,Pelaya,,2
1995,Peñol,,2
1995,Peque,,2
1995,Piedecuesta,,1
1995,Pinillos,,1
1995,Pivijay,,1
1995,Planadas,,2
1995,Planeta Rica,,1
1995,Popayán,,2
1995,Prado,,1
1995,Provincia del Darién,,1
1995,Puerto Asís,,1
1995,Puerto Boyacá,,1
1995,Puerto Colombia,,1
1995,Puerto Gaitán,,3
1995,Puerto Nare,,3
1995,Puerto Rico,,1
1995,Puerto Rondón,,2
1995,Puerto Wilches,,1
1995,Quipile,,1
1995,Remedios,,1
1995,Restrepo,,1
1995,Retiro,,1
1995,Río de Oro,,3
1995,Rioblanco,,1
1995,Riohacha,,2
1995,Rionegro,,2
1995,Riosucio,,1
1995,Sabana de Torres,,7
1995,Salgar,,1
1995,Sampues,,1
1995,San Alberto,,14
1995,San Andrés de Sotavento,,2
1995,San Carlos,,5
1995,San Carlos de Guaroa,,1
1995,San Francisco,,1
1995,San Luis,,1
1995,San Marcos,,3
1995,San Martín,,4
1995,San Martín ,,1
1995,San Onofre,,1
1995,San Pablo,,4
1995,San Pedro de los Milagros,,1
1995,San Pedro de Urabá,,1
1995,San Roque,,1
1995,San Vicente de Chucuri,,10
1995,Santa Marta,,5
1995,Santa Rosa de Cabal,,1
1995,Santa Rosa de Osos,,1
1995,Santiago,,2
1995,Santiago de Tolú,,2
1995,Santo Domingo,,2
1995,Santuario,,1
1995,Saravena,,1
1995,Sardinata,,1
1995,Segovia,,5
1995,Simacota,,1
1995,Simití,,1
1995,Sincelejo,,1
1995,Sitio Nuevo,,1
1995,Socotá,,1
1995,Sotará,,1
1995,Tado,,1
1995,Tame,,2
1995,Támesis,,2
1995,Teorama,,1
1995,Tibú,,2
1995,Tierralta,,6
1995,Titiribí,,1
1995,Toluviejo,,1
1995,Tona,,1
1995,Turbo,,40
1995,Urrao,,6
1995,Valdivia,,1
1995,Valencia,,2
1995,Valledupar,,4
1995,Valledupar ,,1
1995,Valparaiso,,1
1995,Vegachí,,2
1995,Villa de Leyva,,1
1995,Villa del Rosario,,3
1995,Villavicencio,,2
1995,Yalí,,1
1995,Yolombó,,1
1995,Yondó,,1
1995,Yopal,,1
1995,Yumbo,,1
1995,Zapatoca,,1
1996,Abrego,,1
1996,Abriaquí,,1
1996,Achí,,1
1996,Aguachica,,8
1996,Aguadas,,1
1996,Agustín Codazzi,,1
1996,Amalfi,,1
1996,Andes,,1
1996,Antioquia,,1
1996,Anzá,,1
1996,Apartadó,,29
1996,Aracataca,,1
1996,Arauca,,3
1996,Arauquita,,2
1996,Arboledas,,1
1996,Argelia,,3
1996,Ariguaní,,2
1996,Arjona,,1
1996,Ataco,,1
1996,Barbosa,,1
1996,Barrancabermeja,,5
1996,Barranquilla,,1
1996,Becerril,,3
1996,Belén de los Andaquíes,,1
1996,Belén de Umbría,,2
1996,Bello,,2
1996,Bogotá D.C.,,6
1996,Bolívar,,1
1996,Bosconia,,3
1996,Cáceres,,1
1996,Cali,,2
1996,Caloto,,2
1996,Cañasgordas ,,3
1996,Cáqueza,,1
1996,Carepa,,10
1996,Carmen de Viboral,,4
1996,Cartagena,,2
1996,Cartago,,1
1996,Caucasia,,1
1996,Cerro San Antonio,,1
1996,Chalán,,2
1996,Chaparral,,2
1996,Chigorodó,,13
1996,Chiriguaná,,1
1996,Chitaga,,1
1996,Cienaga,,4
1996,Coloso,,3
1996,Corinto,,1
1996,Coyaima,,1
1996,Cúcuta,,12
1996,Cucutilla,,1
1996,Curumaní,,1
1996,Dabeiba,,13
1996,El Banco,,1
1996,El Carmen,,1
1996,El Carmen de Bolívar,,6
1996,El Castillo,,4
1996,El Copey,,5
1996,El Guamo,,2
1996,El Paso,,1
1996,El Playón,,1
1996,El Tambo,,1
1996,El Tarra,,2
1996,El Zulia,,3
1996,Exterior,,1
1996,Flandes,,1
1996,Florencia,,1
1996,Florida ,,2
1996,Fonseca,,1
1996,Fortul,,3
1996,Frontino,,8
1996,Fundación,,1
1996,Girardot ,,1
1996,Granada,,1
1996,Guadalupe,,1
1996,Hato Corozal,,1
1996,Hispania,,3
1996,Ibague,,2
1996,Itagüí,,1
1996,Ituango,,12
1996,Jambaló,,1
1996,Jamundí,,1
1996,La Estrella,,1
1996,La Gloria,,3
1996,La Jagua de Ibírico,,2
1996,La Montañita,,3
1996,La Paz (Robles),,1
1996,La Sierra,,1
1996,La Unión,,1
1996,Los Palmitos,,2
1996,Luruaco,,1
1996,Maceo,,1
1996,Magangué,,2
1996,Majagual,,1
1996,Malambo,,1
1996,Manaure,,1
1996,Manizales,,1
1996,Matanza,,1
1996,Medellín,,17
1996,Medina,,1
1996,Melgar,,1
1996,Milán,,1
1996,Miraflores,,2
1996,Mistrató,,2
1996,Montebello,,1
1996,Montería,,6
1996,Morales,,3
1996,Mutatá,,6
1996,Nariño,,1
1996,Necoclí,,1
1996,Ocaña,,4
1996,Olaya,,2
1996,Orito,,2
1996,Ortega,,1
1996,Ovejas,,3
1996,Padilla,,1
1996,Pailitas,,4
1996,Palmira,,2
1996,Patia (El Bordo),,1
1996,Pelaya,,10
1996,Pesca,,1
1996,Piedecuesta,,1
1996,Piendamó,,1
1996,Planadas,,2
1996,Plato,,1
1996,Policarpa,,1
1996,Pueblorrico,,3
1996,Puerto Asís,,4
1996,Puerto Concordia,,1
1996,Puerto Libertador,,1
1996,Puerto Rico,,1
1996,Puerto Rondón,,1
1996,Puerto Wilches,,1
1996,Quipile,,1
1996,Recetor,,1
1996,Remedios,,3
1996,Río de Oro,,1
1996,Río Viejo,,1
1996,Rioblanco,,2
1996,Rionegro,,1
1996,Riosucio,,1
1996,Sabana de Torres,,5
1996,Sabanalarga,,1
1996,Salazar,,2
1996,Saldaña,,1
1996,Salgar,,1
1996,Samaná,,1
1996,Samaniego,,1
1996,Sampues,,2
1996,San Alberto,,4
1996,San Andrés de Sotavento,,2
1996,San Bernardo del Viento,,1
1996,San Calixto,,1
1996,San Carlos,,1
1996,San Francisco,,1
1996,San Jacinto,,8
1996,San Juan Nepomuceno,,4
1996,San Martín,,1
1996,San Onofre,,1
1996,San Roque,,9
1996,San Vicente,,1
1996,San Vicente de Chucuri,,1
1996,San Vicente del Caguán,,2
1996,Santa Isabel,,1
1996,Santa Marta,,2
1996,Santiago de Tolú,,2
1996,Santo Domingo,,2
1996,Santuario,,1
1996,Saravena,,3
1996,Segovia,,4
1996,Simití,,1
