codmuni,departamento,municipio,year,irv
5250,Antioquia,El Bagre,2013,0.52
5264,Antioquia,Entrerrios,2013,0.06
5266,Antioquia,Envigado,2013,0.11
5282,Antioquia,Fredonia,2013,0.06
5284,Antioquia,Frontino,2013,0.3
5306,Antioquia,Giraldo,2013,0.1
5308,Antioquia,Girardota,2013,0.1
5310,Antioquia,Gomez Plata,2013,0.09
5313,Antioquia,Granada,2013,0.47
5315,Antioquia,Guadalupe,2013,0.28
5318,Antioquia,Guarne,2013,0.12
5321,Antioquia,Guatape,2013,0.1
5347,Antioquia,Heliconia,2013,0.2
5353,Antioquia,Hispania,2013,0.05
5360,Antioquia,Itagui,2013,0.1
5361,Antioquia,Ituango,2013,0.96
5364,Antioquia,Jardin,2013,0.1
5368,Antioquia,Jerico,2013,0.1
5376,Antioquia,La Ceja,2013,0.14
5380,Antioquia,La Estrella,2013,0.09
5390,Antioquia,La Pintada,2013,0.19
5400,Antioquia,La Union,2013,0.2
5411,Antioquia,Liborina,2013,0.15
5425,Antioquia,Maceo,2013,0.26
5440,Antioquia,Marinilla,2013,0.15
5467,Antioquia,Montebello,2013,0.18
5475,Antioquia,Murindo,2013,0.26
5480,Antioquia,Mutata,2013,0.56
5483,Antioquia,Nario,2013,0.42
5490,Antioquia,Necocli,2013,0.25
5495,Antioquia,Nechi,2013,0.52
5501,Antioquia,Olaya,2013,0.25
5541,Antioquia,Peol,2013,0.12
5543,Antioquia,Peque,2013,0.25
5576,Antioquia,Pueblorrico,2013,0.06
5579,Antioquia,Puerto Berrio,2013,0.35
5585,Antioquia,Puerto Nare,2013,0.19
5591,Antioquia,Puerto Triunfo,2013,0.2
5604,Antioquia,Remedios,2013,0.49
5607,Antioquia,Retiro,2013,0.08
5615,Antioquia,Rionegro,2013,0.13
5628,Antioquia,Sabanalarga,2013,0.34
5631,Antioquia,Sabaneta,2013,0.04
5642,Antioquia,Salgar,2013,0.27
5647,Antioquia,San Andres De Cuerquia,2013,0.52
5649,Antioquia,San Carlos,2013,0.59
5652,Antioquia,San Francisco,2013,0.66
5656,Antioquia,San Jeronimo,2013,0.2
5658,Antioquia,San Jose De La Montaa,2013,0.15
5659,Antioquia,San Juan De Uraba,2013,0.23
5660,Antioquia,San Luis,2013,0.51
5664,Antioquia,San Pedro De Los Milagros,2013,0.13
5665,Antioquia,San Pedro De Uraba,2013,0.21
5667,Antioquia,San Rafael,2013,0.31
5670,Antioquia,San Roque,2013,0.21
5674,Antioquia,San Vicente,2013,0.16
5679,Antioquia,Santa Barbara,2013,0.15
5686,Antioquia,Santa Rosa De Osos,2013,0.23
5690,Antioquia,Santo Domingo,2013,0.19
5697,Antioquia,El Santuario,2013,0.13
5736,Antioquia,Segovia,2013,0.51
5756,Antioquia,Sonson,2013,0.34
5761,Antioquia,Sopetran,2013,0.19
5789,Antioquia,Tamesis,2013,0.13
5790,Antioquia,Taraza,2013,0.88
5792,Antioquia,Tarso,2013,0.06
5809,Antioquia,Titiribi,2013,0.03
5819,Antioquia,Toledo,2013,0.46
5837,Antioquia,Turbo,2013,0.39
5842,Antioquia,Uramita,2013,0.37
5847,Antioquia,Urrao,2013,0.34
5854,Antioquia,Valdivia,2013,0.85
5856,Antioquia,Valparaiso,2013,0.16
5858,Antioquia,Vegachi,2013,0.35
5861,Antioquia,Venecia,2013,0.1
5873,Antioquia,Vigia Del Fuerte,2013,0.49
5885,Antioquia,Yali,2013,0.31
5887,Antioquia,Yarumal,2013,0.42
5890,Antioquia,Yolombo,2013,0.22
5893,Antioquia,Yondo,2013,0.49
5895,Antioquia,Zaragoza,2013,0.6
8001,Atlantico,Barranquilla,2013,0.12
8078,Atlantico,Baranoa,2013,0.07
8137,Atlantico,Campo De La Cruz,2013,0.09
8141,Atlantico,Candelaria,2013,0.09
8296,Atlantico,Galapa,2013,0.14
8372,Atlantico,Juan De Acosta,2013,0.07
8421,Atlantico,Luruaco,2013,0.1
8433,Atlantico,Malambo,2013,0.13
8436,Atlantico,Manati,2013,0.04
8520,Atlantico,Palmar De Varela,2013,0.04
8549,Atlantico,Piojo,2013,0.08
8558,Atlantico,Polonuevo,2013,0.07
8560,Atlantico,Ponedera,2013,0.09
8573,Atlantico,Puerto Colombia,2013,0.08
8606,Atlantico,Repelon,2013,0.08
8634,Atlantico,Sabanagrande,2013,0.09
8638,Atlantico,Sabanalarga,2013,0.11
8675,Atlantico,Santa Lucia,2013,0.05
8685,Atlantico,Santo Tomas,2013,0.11
8758,Atlantico,Soledad,2013,0.12
8770,Atlantico,Suan,2013,0.08
8832,Atlantico,Tubara,2013,0.11
8849,Atlantico,Usiacuri,2013,0.07
11001,"Bogota, D,C,","Bogota, D,C,",2013,0.07
13001,Bolivar,Cartagena,2013,0.12
13006,Bolivar,Achi,2013,0.12
13030,Bolivar,Altos Del Rosario,2013,0.14
13042,Bolivar,Arenal,2013,0.24
13052,Bolivar,Arjona,2013,0.14
13062,Bolivar,Arroyohondo,2013,0.05
13074,Bolivar,Barranco De Loba,2013,0.24
13140,Bolivar,Calamar,2013,0.14
13160,Bolivar,Cantagallo,2013,0.57
13188,Bolivar,Cicuco,2013,0.07
13212,Bolivar,Cordoba,2013,0.22
13222,Bolivar,Clemencia,2013,0.14
13244,Bolivar,El Carmen De Bolivar,2013,0.31
13248,Bolivar,El Guamo,2013,0.15
13268,Bolivar,El Peon,2013,0.14
13300,Bolivar,Hatillo De Loba,2013,0.08
13430,Bolivar,Magangue,2013,0.15
13433,Bolivar,Mahates,2013,0.09
13440,Bolivar,Margarita,2013,0.03
13442,Bolivar,Maria La Baja,2013,0.23
13458,Bolivar,Montecristo,2013,0.43
13468,Bolivar,Mompos,2013,0.12
13473,Bolivar,Morales,2013,0.37
13490,Bolivar,Norosi,2013,0.23
13549,Bolivar,Pinillos,2013,0.11
13580,Bolivar,Regidor,2013,0.11
13600,Bolivar,Rio Viejo,2013,0.18
13620,Bolivar,San Cristobal,2013,0.06
13647,Bolivar,San Estanislao,2013,0.08
13650,Bolivar,San Fernando,2013,0.04
13654,Bolivar,San Jacinto,2013,0.25
13655,Bolivar,San Jacinto Del Cauca,2013,0.15
13657,Bolivar,San Juan Nepomuceno,2013,0.23
13667,Bolivar,San Martin De Loba,2013,0.21
13670,Bolivar,San Pablo,2013,0.62
13673,Bolivar,Santa Catalina,2013,0.11
13683,Bolivar,Santa Rosa,2013,0.36
13688,Bolivar,Santa Rosa Del Sur,2013,0.56
13744,Bolivar,Simiti,2013,0.48
13760,Bolivar,Soplaviento,2013,0.02
13780,Bolivar,Talaigua Nuevo,2013,0.05
13810,Bolivar,Tiquisio,2013,0.3
13836,Bolivar,Turbaco,2013,0.12
13838,Bolivar,Turbana,2013,0.12
13873,Bolivar,Villanueva,2013,0.15
13894,Bolivar,Zambrano,2013,0.26
15001,Boyaca,Tunja,2013,0.05
15022,Boyaca,Almeida,2013,0.02
15047,Boyaca,Aquitania,2013,0.08
15051,Boyaca,Arcabuco,2013,0.05
15087,Boyaca,Belen,2013,0.01
15090,Boyaca,Berbeo,2013,0.05
15092,Boyaca,Beteitiva,2013,0.02
15097,Boyaca,Boavita,2013,0.0
15104,Boyaca,Boyaca,2013,0.02
15106,Boyaca,Briceo,2013,0.04
15109,Boyaca,Buenavista,2013,0.04
15114,Boyaca,Busbanza,2013,0.01
15131,Boyaca,Caldas,2013,0.03
15135,Boyaca,Campohermoso,2013,0.07
15162,Boyaca,Cerinza,2013,0.0
15172,Boyaca,Chinavita,2013,0.02
15176,Boyaca,Chiquinquira,2013,0.06
15180,Boyaca,Chiscas,2013,0.04
15183,Boyaca,Chita,2013,0.12
15185,Boyaca,Chitaraque,2013,0.04
15187,Boyaca,Chivata,2013,0.04
15189,Boyaca,Cienega,2013,0.01
15204,Boyaca,Combita,2013,0.0
15212,Boyaca,Coper,2013,0.01
15215,Boyaca,Corrales,2013,0.03
15218,Boyaca,Covarachia,2013,0.05
15223,Boyaca,Cubara,2013,0.24
15224,Boyaca,Cucaita,2013,0.03
15226,Boyaca,Cuitiva,2013,0.0
15232,Boyaca,Chiquiza,2013,0.04
15236,Boyaca,Chivor,2013,0.08
15238,Boyaca,Duitama,2013,0.07
15244,Boyaca,El Cocuy,2013,0.03
15248,Boyaca,El Espino,2013,0.01
15272,Boyaca,Firavitoba,2013,0.0
15276,Boyaca,Floresta,2013,0.0
15293,Boyaca,Gachantiva,2013,0.02
15296,Boyaca,Gameza,2013,0.01
15299,Boyaca,Garagoa,2013,0.04
15317,Boyaca,Guacamayas,2013,0.01
15322,Boyaca,Guateque,2013,0.02
15325,Boyaca,Guayata,2013,0.01
15332,Boyaca,Guican,2013,0.07
15362,Boyaca,Iza,2013,0.01
15367,Boyaca,Jenesano,2013,0.01
15368,Boyaca,Jerico,2013,0.05
15377,Boyaca,Labranzagrande,2013,0.2
15380,Boyaca,La Capilla,2013,0.0
15401,Boyaca,La Victoria,2013,0.04
15403,Boyaca,La Uvita,2013,0.03
15407,Boyaca,Villa De Leyva,2013,0.03
15425,Boyaca,Macanal,2013,0.03
15442,Boyaca,Maripi,2013,0.07
15455,Boyaca,Miraflores,2013,0.09
15464,Boyaca,Mongua,2013,0.04
15466,Boyaca,Mongui,2013,0.01
15469,Boyaca,Moniquira,2013,0.08
15476,Boyaca,Motavita,2013,0.03
15480,Boyaca,Muzo,2013,0.1
15491,Boyaca,Nobsa,2013,0.02
15494,Boyaca,Nuevo Colon,2013,0.02
15500,Boyaca,Oicata,2013,0.04
15507,Boyaca,Otanche,2013,0.13
15511,Boyaca,Pachavita,2013,0.01
15514,Boyaca,Paez,2013,0.06
15516,Boyaca,Paipa,2013,0.03
15518,Boyaca,Pajarito,2013,0.36
15522,Boyaca,Panqueba,2013,0.0
15531,Boyaca,Pauna,2013,0.08
15533,Boyaca,Paya,2013,0.23
15537,Boyaca,Paz De Rio,2013,0.01
15542,Boyaca,Pesca,2013,0.04
15550,Boyaca,Pisba,2013,0.39
15572,Boyaca,Puerto Boyaca,2013,0.19
15580,Boyaca,Quipama,2013,0.06
15599,Boyaca,Ramiriqui,2013,0.02
15600,Boyaca,Raquira,2013,0.04
15621,Boyaca,Rondon,2013,0.0
15632,Boyaca,Saboya,2013,0.03
15638,Boyaca,Sachica,2013,0.05
15646,Boyaca,Samaca,2013,0.05
15660,Boyaca,San Eduardo,2013,0.08
15664,Boyaca,San Jose De Pare,2013,0.04
15667,Boyac,San Luis de Gaceno,2013,0.1
15673,Boyaca,San Mateo,2013,0.02
15676,Boyaca,San Miguel De Sema,2013,0.02
15681,Boyaca,San Pablo De Borbur,2013,0.11
15686,Boyaca,Santana,2013,0.05
15690,Boyaca,Santa Maria,2013,0.05
15693,Boyaca,Santa Rosa De Viterbo,2013,0.01
15696,Boyaca,Santa Sofia,2013,0.04
15720,Boyaca,Sativanorte,2013,0.02
15723,Boyaca,Sativasur,2013,0.0
15740,Boyaca,Siachoque,2013,0.04
15753,Boyaca,Soata,2013,0.01
15755,Boyaca,Socota,2013,0.12
15757,Boyaca,Socha,2013,0.04
15759,Boyaca,Sogamoso,2013,0.03
15761,Boyaca,Somondoco,2013,0.0
15762,Boyaca,Sora,2013,0.04
15763,Boyaca,Sotaquira,2013,0.02
15764,Boyaca,Soraca,2013,0.05
15774,Boyaca,Susacon,2013,0.01
15776,Boyaca,Sutamarchan,2013,0.02
15778,Boyaca,Sutatenza,2013,0.0
15790,Boyaca,Tasco,2013,0.04
15798,Boyaca,Tenza,2013,0.0
15804,Boyaca,Tibana,2013,0.0
15806,Boyaca,Tibasosa,2013,0.03
15808,Boyaca,Tinjaca,2013,0.03
15810,Boyaca,Tipacoque,2013,0.0
15814,Boyaca,Toca,2013,0.04
15816,Boyaca,Togui,2013,0.03
15820,Boyaca,Topaga,2013,0.02
15822,Boyaca,Tota,2013,0.02
15832,Boyaca,Tunungua,2013,0.02
15835,Boyaca,Turmeque,2013,0.0
15837,Boyaca,Tuta,2013,0.02
15839,Boyaca,Tutaza,2013,0.03
15842,Boyaca,Umbita,2013,0.03
15861,Boyaca,Ventaquemada,2013,0.07
15879,Boyaca,Viracacha,2013,0.02
15897,Boyaca,Zetaquira,2013,0.03
17001,Caldas,Manizales,2013,0.08
17013,Caldas,Aguadas,2013,0.16
17042,Caldas,Anserma,2013,0.19
17050,Caldas,Aranzazu,2013,0.04
17088,Caldas,Belalcazar,2013,0.13
17174,Caldas,Chinchina,2013,0.08
17272,Caldas,Filadelfia,2013,0.1
17380,Caldas,La Dorada,2013,0.12
17388,Caldas,La Merced,2013,0.06
17433,Caldas,Manzanares,2013,0.18
17442,Caldas,Marmato,2013,0.16
17444,Caldas,Marquetalia,2013,0.14
17446,Caldas,Marulanda,2013,0.39
17486,Caldas,Neira,2013,0.09
17495,Caldas,Norcasia,2013,0.26
17513,Caldas,Pacora,2013,0.1
17524,Caldas,Palestina,2013,0.1
17541,Caldas,Pensilvania,2013,0.24
17614,Caldas,Riosucio,2013,0.19
17616,Caldas,Risaralda,2013,0.09
17653,Caldas,Salamina,2013,0.16
17662,Caldas,Samana,2013,0.53
17665,Caldas,San Jose,2013,0.07
17777,Caldas,Supia,2013,0.13
17867,Caldas,Victoria,2013,0.15
17873,Caldas,Villamaria,2013,0.07
17877,Caldas,Viterbo,2013,0.12
18001,Caqueta,Florencia,2013,0.36
18029,Caqueta,Albania,2013,0.4
18094,Caqueta,Belen De Los Andaquies,2013,0.44
18150,Caqueta,Cartagena Del Chaira,2013,0.74
18205,Caqueta,Curillo,2013,0.68
18247,Caqueta,El Doncello,2013,0.45
18256,Caqueta,El Paujil,2013,0.61
18410,Caqueta,La Montaita,2013,0.9
18460,Caqueta,Milan,2013,0.67
18479,Caqueta,Morelia,2013,0.38
18592,Caqueta,Puerto Rico,2013,0.7
18610,Caqueta,San Jose Del Fragua,2013,0.7
18753,Caqueta,San Vicente Del Caguan,2013,0.71
18756,Caqueta,Solano,2013,0.61
18785,Caqueta,Solita,2013,0.56
18860,Caqueta,Valparaiso,2013,0.5
19001,Cauca,Popayan,2013,0.23
19022,Cauca,Almaguer,2013,0.23
19050,Cauca,Argelia,2013,0.8
19075,Cauca,Balboa,2013,0.45
19100,Cauca,Bolivar,2013,0.32
19110,Cauca,Buenos Aires,2013,0.26
19130,Cauca,Cajibio,2013,0.39
19137,Cauca,Caldono,2013,0.49
19142,Cauca,Caloto,2013,0.65
19212,Cauca,Corinto,2013,0.57
19256,Cauca,El Tambo,2013,0.77
19290,Cauca,Florencia,2013,0.35
19300,Cauca,Guachene,2013,0.1
19318,Cauca,Guapi,2013,0.57
19355,Cauca,Inza,2013,0.25
19364,Cauca,Jambalo,2013,0.44
19392,Cauca,La Sierra,2013,0.25
19397,Cauca,La Vega,2013,0.25
19418,Cauca,Lopez,2013,0.54
19450,Cauca,Mercaderes,2013,0.33
19455,Cauca,Miranda,2013,0.47
19473,Cauca,Morales,2013,0.55
19513,Cauca,Padilla,2013,0.19
19517,Cauca,Paez,2013,0.31
19532,Cauca,Patia,2013,0.52
19533,Cauca,Piamonte,2013,0.7
19548,Cauca,Piendamo,2013,0.28
19573,Cauca,Puerto Tejada,2013,0.18
19585,Cauca,Purace,2013,0.27
19622,Cauca,Rosas,2013,0.26
19693,Cauca,San Sebastian,2013,0.28
19698,Cauca,Santander De Quilichao,2013,0.38
19701,Cauca,Santa Rosa,2013,0.45
19743,Cauca,Silvia,2013,0.25
19760,Cauca,Sotara,2013,0.28
19780,Cauca,Suarez,2013,0.5
19785,Cauca,Sucre,2013,0.28
19807,Cauca,Timbio,2013,0.27
19809,Cauca,Timbiqui,2013,0.58
19821,Cauca,Toribio,2013,0.48
19824,Cauca,Totoro,2013,0.25
19845,Cauca,Villa Rica,2013,0.24
20001,Cesar,Valledupar,2013,0.24
20011,Cesar,Aguachica,2013,0.26
20013,Cesar,Agustin Codazzi,2013,0.28
20032,Cesar,Astrea,2013,0.13
20045,Cesar,Becerril,2013,0.23
20060,Cesar,Bosconia,2013,0.14
20175,Cesar,Chimichagua,2013,0.22
20178,Cesar,Chiriguana,2013,0.17
20228,Cesar,Curumani,2013,0.28
20238,Cesar,El Copey,2013,0.25
20250,Cesar,El Paso,2013,0.14
20295,Cesar,Gamarra,2013,0.13
20310,Cesar,Gonzalez,2013,0.17
20383,Cesar,La Gloria,2013,0.23
20400,Cesar,La Jagua De Ibirico,2013,0.25
20443,Cesar,Manaure,2013,0.29
20517,Cesar,Pailitas,2013,0.22
20550,Cesar,Pelaya,2013,0.26
20570,Cesar,Pueblo Bello,2013,0.27
20614,Cesar,Rio De Oro,2013,0.16
20621,Cesar,La Paz,2013,0.32
20710,Cesar,San Alberto,2013,0.23
20750,Cesar,San Diego,2013,0.3
20770,Cesar,San Martin,2013,0.19
20787,Cesar,Tamalameque,2013,0.2
23001,Cordoba,Monteria,2013,0.19
23068,Cordoba,Ayapel,2013,0.19
23079,Cordoba,Buenavista,2013,0.34
23090,Cordoba,Canalete,2013,0.15
23162,Cordoba,Cerete,2013,0.16
23168,Cordoba,Chima,2013,0.1
23182,Cordoba,Chinu,2013,0.13
23189,Cordoba,Cienaga De Oro,2013,0.15
23300,Cordoba,Cotorra,2013,0.13
23350,Cordoba,La Apartada,2013,0.28
23417,Cordoba,Lorica,2013,0.17
23419,Cordoba,Los Cordobas,2013,0.13
23464,Cordoba,Momil,2013,0.14
23466,Cordoba,Montelibano,2013,0.47
23500,Cordoba,Moitos,2013,0.17
23555,Cordoba,Planeta Rica,2013,0.24
23570,Cordoba,Pueblo Nuevo,2013,0.18
23574,Cordoba,Puerto Escondido,2013,0.18
23580,Cordoba,Puerto Libertador,2013,0.73
23586,Cordoba,Purisima,2013,0.12
23660,Cordoba,Sahagun,2013,0.09
23670,Cordoba,San Andres Sotavento,2013,0.14
23672,Cordoba,San Antero,2013,0.26
23675,Cordoba,San Bernardo Del Viento,2013,0.22
23678,Cordoba,San Carlos,2013,0.14
23682,Cordoba,San Jose de Ure,2013,0.23
23686,Cordoba,San Pelayo,2013,0.12
23807,Cordoba,Tierralta,2013,0.62
23815,Cordoba,Tuchin,2013,0.03
23855,Cordoba,Valencia,2013,0.33
25001,Cundinamarca,Agua De Dios,2013,0.01
25019,Cundinamarca,Alban,2013,0.04
25035,Cundinamarca,Anapoima,2013,0.06
25040,Cundinamarca,Anolaima,2013,0.04
25053,Cundinamarca,Arbelaez,2013,0.1
25086,Cundinamarca,Beltran,2013,0.08
25095,Cundinamarca,Bituima,2013,0.05
25099,Cundinamarca,Bojaca,2013,0.06
25120,Cundinamarca,Cabrera,2013,0.34
25123,Cundinamarca,Cachipay,2013,0.05
25126,Cundinamarca,Cajica,2013,0.05
25148,Cundinamarca,Caparrapi,2013,0.18
25151,Cundinamarca,Caqueza,2013,0.02
25154,Cundinamarca,Carmen De Carupa,2013,0.01
25168,Cundinamarca,Chaguani,2013,0.11
25175,Cundinamarca,Chia,2013,0.04
25178,Cundinamarca,Chipaque,2013,0.03
25181,Cundinamarca,Choachi,2013,0.03
25183,Cundinamarca,Choconta,2013,0.05
25200,Cundinamarca,Cogua,2013,0.06
25214,Cundinamarca,Cota,2013,0.05
25224,Cundinamarca,Cucunuba,2013,0.04
25245,Cundinamarca,El Colegio,2013,0.06
25258,Cundinamarca,El Peon,2013,0.1
25260,Cundinamarca,El Rosal,2013,0.08
25269,Cundinamarca,Facatativa,2013,0.08
25279,Cundinamarca,Fomeque,2013,0.09
25281,Cundinamarca,Fosca,2013,0.02
25286,Cundinamarca,Funza,2013,0.07
25288,Cundinamarca,Fuquene,2013,0.02
25290,Cundinamarca,Fusagasuga,2013,0.1
25293,Cundinamarca,Gachala,2013,0.05
25295,Cundinamarca,Gachancipa,2013,0.05
25297,Cundinamarca,Gacheta,2013,0.05
25299,Cundinamarca,Gama,2013,0.04
25307,Cundinamarca,Girardot,2013,0.08
25312,Cundinamarca,Granada,2013,0.11
25317,Cundinamarca,Guacheta,2013,0.04
25320,Cundinamarca,Guaduas,2013,0.1
25322,Cundinamarca,Guasca,2013,0.05
25324,Cundinamarca,Guataqui,2013,0.03
25326,Cundinamarca,Guatavita,2013,0.03
25328,Cundinamarca,Guayabal De Siquima,2013,0.08
25335,Cundinamarca,Guayabetal,2013,0.09
25339,Cundinamarca,Gutierrez,2013,0.14
25368,Cundinamarca,Jerusalen,2013,0.07
25372,Cundinamarca,Junin,2013,0.04
25377,Cundinamarca,La Calera,2013,0.02
25386,Cundinamarca,La Mesa,2013,0.06
25394,Cundinamarca,La Palma,2013,0.1
25398,Cundinamarca,La Pea,2013,0.06
25402,Cundinamarca,La Vega,2013,0.06
25407,Cundinamarca,Lenguazaque,2013,0.04
25426,Cundinamarca,Macheta,2013,0.05
25430,Cundinamarca,Madrid,2013,0.08
25436,Cundinamarca,Manta,2013,0.03
25438,Cundinamarca,Medina,2013,0.26
25473,Cundinamarca,Mosquera,2013,0.09
25483,Cundinamarca,Nario,2013,0.08
25486,Cundinamarca,Nemocon,2013,0.07
25488,Cundinamarca,Nilo,2013,0.05
25489,Cundinamarca,Nimaima,2013,0.07
25491,Cundinamarca,Nocaima,2013,0.01
25506,Cundinamarca,Venecia,2013,0.16
25513,Cundinamarca,Pacho,2013,0.1
25518,Cundinamarca,Paime,2013,0.09
25524,Cundinamarca,Pandi,2013,0.12
25530,Cundinamarca,Paratebueno,2013,0.24
25535,Cundinamarca,Pasca,2013,0.11
25572,Cundinamarca,Puerto Salgar,2013,0.14
25580,Cundinamarca,Puli,2013,0.09
25592,Cundinamarca,Quebradanegra,2013,0.04
25594,Cundinamarca,Quetame,2013,0.04
25596,Cundinamarca,Quipile,2013,0.1
25599,Cundinamarca,Apulo,2013,0.05
25612,Cundinamarca,Ricaurte,2013,0.1
25645,Cundinamarca,San Antonio Del Tequendama,2013,0.07
25649,Cundinamarca,San Bernardo,2013,0.13
25653,Cundinamarca,San Cayetano,2013,0.03
25658,Cundinamarca,San Francisco,2013,0.13
25662,Cundinamarca,San Juan De Rio Seco,2013,0.18
25718,Cundinamarca,Sasaima,2013,0.04
25736,Cundinamarca,Sesquile,2013,0.04
25740,Cundinamarca,Sibate,2013,0.06
25743,Cundinamarca,Silvania,2013,0.11
25745,Cundinamarca,Simijaca,2013,0.03
25754,Cundinamarca,Soacha,2013,0.1
25758,Cundinamarca,Sopo,2013,0.03
25769,Cundinamarca,Subachoque,2013,0.04
25772,Cundinamarca,Suesca,2013,0.04
25777,Cundinamarca,Supata,2013,0.03
25779,Cundinamarca,Susa,2013,0.03
25781,Cundinamarca,Sutatausa,2013,0.02
25785,Cundinamarca,Tabio,2013,0.05
25793,Cundinamarca,Tausa,2013,0.03
25797,Cundinamarca,Tena,2013,0.04
25799,Cundinamarca,Tenjo,2013,0.07
25805,Cundinamarca,Tibacuy,2013,0.12
25807,Cundinamarca,Tibirita,2013,0.01
25815,Cundinamarca,Tocaima,2013,0.04
25817,Cundinamarca,Tocancipa,2013,0.08
25823,Cundinamarca,Topaipi,2013,0.13
25839,Cundinamarca,Ubala,2013,0.16
25841,Cundinamarca,Ubaque,2013,0.03
25843,Cundinamarca,Villa De San Diego De Ubate,2013,0.06
25845,Cundinamarca,Une,2013,0.06
25851,Cundinamarca,Utica,2013,0.07
25862,Cundinamarca,Vergara,2013,0.09
25867,Cundinamarca,Viani,2013,0.05
25871,Cundinamarca,Villagomez,2013,0.04
25873,Cundinamarca,Villapinzon,2013,0.09
25875,Cundinamarca,Villeta,2013,0.12
25878,Cundinamarca,Viota,2013,0.16
25885,Cundinamarca,Yacopi,2013,0.17
25898,Cundinamarca,Zipacon,2013,0.02
25899,Cundinamarca,Zipaquira,2013,0.07
27001,Choco,Quibdo,2013,0.49
27006,Choco,Acandi,2013,0.35
27025,Choco,Alto Baudo,2013,0.44
27050,Choco,Atrato,2013,0.29
27073,Choco,Bagado,2013,0.42
27075,Choco,Bahia Solano,2013,0.24
27077,Choco,Bajo Baudo,2013,0.55
27099,Choco,Bojaya,2013,0.37
27135,Choco,El Canton Del San Pablo,2013,0.25
27150,Choco,Carmen Del Darien,2013,0.42
27160,Choco,Certegui,2013,0.11
27205,Choco,Condoto,2013,0.23
27245,Choco,El Carmen De Atrato,2013,0.37
27250,Choco,El Litoral Del San Juan,2013,0.45
27361,Choco,Istmina,2013,0.58
27372,Choco,Jurado,2013,0.33
27413,Choco,Lloro,2013,0.34
27425,Choco,Medio Atrato,2013,0.37
27430,Choco,Medio Baudo,2013,0.43
27450,Choco,Medio San Juan,2013,0.37
27491,Choco,Novita,2013,0.46
27495,Choco,Nuqui,2013,0.31
27580,Choco,Rio Iro,2013,0.25
27600,Choco,Rio Quito,2013,0.18
27615,Choco,Riosucio,2013,0.42
27660,Choco,San Jose Del Palmar,2013,0.56
27745,Choco,Sipi,2013,0.61
27787,Choco,Tado,2013,0.44
27800,Choco,Unguia,2013,0.37
27810,Choco,Union Panamericana,2013,0.17
41001,Huila,Neiva,2013,0.25
41006,Huila,Acevedo,2013,0.21
41013,Huila,Agrado,2013,0.09
41016,Huila,Aipe,2013,0.21
41020,Huila,Algeciras,2013,0.55
41026,Huila,Altamira,2013,0.1
41078,Huila,Baraya,2013,0.52
41132,Huila,Campoalegre,2013,0.28
41206,Huila,Colombia,2013,0.44
41244,Huila,Elias,2013,0.06
41298,Huila,Garzon,2013,0.23
41306,Huila,Gigante,2013,0.16
41319,Huila,Guadalupe,2013,0.13
41349,Huila,Hobo,2013,0.21
41357,Huila,Iquira,2013,0.27
41359,Huila,Isnos,2013,0.33
41378,Huila,La Argentina,2013,0.27
41396,Huila,La Plata,2013,0.22
41483,Huila,Nataga,2013,0.19
41503,Huila,Oporapa,2013,0.16
41518,Huila,Paicol,2013,0.1
41524,Huila,Palermo,2013,0.21
41530,Huila,Palestina,2013,0.17
41548,Huila,Pital,2013,0.14
41551,Huila,Pitalito,2013,0.27
41615,Huila,Rivera,2013,0.2
41660,Huila,Saladoblanco,2013,0.23
41668,Huila,San Agustin,2013,0.25
41676,Huila,Santa Maria,2013,0.2
41770,Huila,Suaza,2013,0.19
41791,Huila,Tarqui,2013,0.13
41797,Huila,Tesalia,2013,0.12
41799,Huila,Tello,2013,0.33
41801,Huila,Teruel,2013,0.16
41807,Huila,Timana,2013,0.1
41872,Huila,Villavieja,2013,0.1
41885,Huila,Yaguara,2013,0.06
44001,La Guajira,Riohacha,2013,0.29
44035,La Guajira,Albania,2013,0.25
44078,La Guajira,Barrancas,2013,0.28
44090,La Guajira,Dibulla,2013,0.48
44098,La Guajira,Distraccion,2013,0.19
44110,La Guajira,El Molino,2013,0.29
44279,La Guajira,Fonseca,2013,0.27
44378,La Guajira,Hatonuevo,2013,0.16
44420,La Guajira,La Jagua Del Pilar,2013,0.18
44430,La Guajira,Maicao,2013,0.31
44560,La Guajira,Manaure,2013,0.11
44650,La Guajira,San Juan Del Cesar,2013,0.27
44847,La Guajira,Uribia,2013,0.1
44855,La Guajira,Urumita,2013,0.22
44874,La Guajira,Villanueva,2013,0.21
47001,Magdalena,Santa Marta,2013,0.24
47030,Magdalena,Algarrobo,2013,0.25
47053,Magdalena,Aracataca,2013,0.23
47058,Magdalena,Ariguani,2013,0.17
47161,Magdalena,Cerro San Antonio,2013,0.09
47170,Magdalena,Chibolo,2013,0.23
47189,Magdalena,Cienaga,2013,0.27
47205,Magdalena,Concordia,2013,0.05
47245,Magdalena,El Banco,2013,0.19
47258,Magdalena,El Pion,2013,0.1
47268,Magdalena,El Reten,2013,0.18
47288,Magdalena,Fundacion,2013,0.24
47318,Magdalena,Guamal,2013,0.11
47460,Magdalena,Nueva Granada,2013,0.19
47541,Magdalena,Pedraza,2013,0.15
47545,Magdalena,Pijio Del Carmen,2013,0.09
47551,Magdalena,Pivijay,2013,0.22
47555,Magdalena,Plato,2013,0.24
